baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,gene,significant
11.959501496318378,-0.5477439435297384,0.5103623376447187,-1.073245228199112,0.28316110277475615,0.997790205087683,B-cell,ISG15,False
11.066941645770946,-0.3700865757679089,0.3600903356706521,-1.0277603676273046,0.30406256334975623,0.997790205087683,B-cell,AURKAIP1,False
11.73191985178049,-0.13635285165604705,0.3645801766439522,-0.3739996313326953,0.7084045904657474,0.997790205087683,B-cell,MRPL20,False
14.204470957232447,0.19645637021916576,0.2864834638337823,0.6857511689859689,0.49287003371991867,0.997790205087683,B-cell,SSU72,False
14.519612134629718,-0.42355975430707943,0.34652608281693287,-1.2223026643880162,0.22159319206726846,0.997790205087683,B-cell,GNB1,False
8.900985342960023,0.6250225474164918,0.3296885312970582,1.8957970571725156,0.057986885170932936,0.997790205087683,B-cell,FAAP20,False
10.231947883667079,-0.011341860397990436,0.35219721376852703,-0.03220315196884151,0.9743100425766699,0.997790205087683,B-cell,TNFRSF14,False
312.60101665380796,0.1027068393527851,0.14058078780418107,0.7305894422490243,0.46502996271280117,0.997790205087683,B-cell,RPL22,False
7.886944767856306,0.21708543751862863,0.3997519381412628,0.5430503690063807,0.5870951230105753,0.997790205087683,B-cell,CAMTA1,False
22.42842498322788,0.007801668435277884,0.2408910087726913,0.03238671495057612,0.9741636568651425,0.997790205087683,B-cell,PARK7,False
13.158500548708142,0.18043897583981278,0.34169038211297337,0.528077421213905,0.5974456013496678,0.997790205087683,B-cell,RERE,False
16.828863171731385,-0.0806150891911797,0.2811397858554968,-0.28674379524716254,0.7743085012614536,0.997790205087683,B-cell,ENO1,False
7.083570772328433,0.44343479266228236,0.3875435974144371,1.1442191165606472,0.2525327770651341,0.997790205087683,B-cell,TARDBP,False
9.363056034960309,0.22450206248748827,0.5907451383624757,0.38003201026723626,0.7039216538264659,0.997790205087683,B-cell,TNFRSF1B,False
37.929289541606686,-0.027573289272314155,0.1967808161410717,-0.14012183612729265,0.8885637280610367,0.997790205087683,B-cell,PRDM2,False
9.136837582197897,-0.4421541467830237,0.47760008077163096,-0.9257832328433879,0.35455864254103175,0.997790205087683,B-cell,EFHD2,False
10.354513788135366,-0.6795504109005793,0.36811401726038756,-1.8460324221228868,0.06488749790941417,0.997790205087683,B-cell,SPEN,False
8.000637102226975,-0.14990636649176434,0.39917184690358165,-0.37554343487549013,0.7072563497996665,0.997790205087683,B-cell,SZRD1,False
18.724062601990372,-0.4137929768172712,0.2987274826698259,-1.3851854978961662,0.1659957539244752,0.997790205087683,B-cell,CAPZB,False
8.000533319933185,-0.43164495045692713,0.4121979805808877,-1.0471787121534024,0.2950171615791751,0.997790205087683,B-cell,MINOS1,False
