gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,timepoint,n_CCS,n_ACS
GLYR1,3.7442793460407735,-0.4964320727711373,0.2741697885618497,-1.810673872475733,0.0701913495781984,,TP3M,14,15
UBN1,5.2987108808925525,0.16342356837827307,0.2593583380648421,0.630107246975864,0.5286244185569282,0.8323762387128274,TP3M,14,15
NAGPA,1.5903819132097978,0.2724264698085479,0.390947697508561,0.6968361024880632,0.48590536966349207,,TP3M,14,15
ABAT,1.3236022157890635,-0.3634578609827515,0.4777681327604161,-0.7607411128130073,0.4468117133114645,,TP3M,14,15
PMM2,2.7799081240964716,0.3585800215750658,0.3157278482678049,1.1357250351603863,0.2560716595535186,,TP3M,14,15
CARHSP1,3.965111120873203,0.009312841156750991,0.2703345314249027,0.034449321393253234,0.9725188540056443,,TP3M,14,15
USP7,9.481036457282277,0.18920290828352915,0.17673910143818916,1.0705209359101497,0.2843848904566343,0.6856878566369594,TP3M,14,15
AC022167.3,0.9229532675795578,-0.45354590081591234,0.5498726738807018,-0.8248198580501053,0.4094738708429776,,TP3M,14,15
C16orf72,15.388761044055075,0.40212277615782777,0.19284839526459838,2.085175640720752,0.037053360184005166,0.27899924172447954,TP3M,14,15
AC087190.1,5.16335325930767,0.16154506421309978,0.2598303426969961,0.62173286821042,0.5341175353072642,0.8354989966910287,TP3M,14,15
ATF7IP2,8.296033037657795,0.12217293722134631,0.2634453756477637,0.4637505476076228,0.642826477473773,0.8929173228155399,TP3M,14,15
NUBP1,3.027259171951793,0.41933767494855184,0.37252865869977797,1.125652121402282,0.26031279704374977,,TP3M,14,15
CIITA,13.369845745549993,-0.47333902003611406,0.19414620042172334,-2.4380545125680007,0.014766547015835971,0.17435318303747854,TP3M,14,15
DEXI,1.2294854087935556,-0.20166815982258465,0.5692360426618103,-0.35427862030584395,0.7231300885795401,,TP3M,14,15
CLEC16A,1.1943109625196293,-0.4171264502841477,0.48470220992808716,-0.8605829347178645,0.38946778816448857,,TP3M,14,15
SOCS1,12.103149334586654,-0.11103476460141462,0.21329486645148507,-0.5205693247505795,0.6026668230214558,0.8692686237898758,TP3M,14,15
LITAF,13.373404458814706,0.8399810616417976,0.2225807030170471,3.773826977163716,0.00016076227678602642,0.009366379208156358,TP3M,14,15
SNN,3.8873425364867638,0.026404741527387112,0.27052767309789133,0.09760458597458334,0.922246282816119,,TP3M,14,15
TXNDC11,3.4395372337933696,0.4303614067416811,0.33682885793080886,1.2776856751094814,0.20136027811789892,,TP3M,14,15
ZC3H7A,6.877714139170923,0.21388723586129568,0.21809819835542432,0.9806923554349302,0.32674447481551316,0.7107174596414692,TP3M,14,15
RSL1D1,22.127277956771444,0.1335990418079855,0.15097849667947816,0.8848878797065478,0.37621710563841293,0.7469407757124585,TP3M,14,15
GSPT1,9.932260041954367,0.2278792301341203,0.19596841949629668,1.1628364953896393,0.244895846892333,0.6508023866747652,TP3M,14,15
TNFRSF17,0.8021877709648627,0.1886189829850673,0.6415557177417832,0.2940024970067895,0.76875599531931,,TP3M,14,15
SNX29,13.48791045858445,-0.6079781493058823,0.22937406066346905,-2.6505967917527093,0.00803497006602633,0.1263552372329981,TP3M,14,15
CPPED1,0.8982081904719719,0.024729476644524764,0.5762048584068069,0.042917855140793486,0.9657670155198241,,TP3M,14,15
ERCC4,1.471308153915818,0.3207812600520665,0.5260020898268407,0.6098478813224246,0.5419625801193021,,TP3M,14,15
MKL2,1.2016958656701042,-0.661171617592243,0.5383527495487919,-1.2281382757799397,0.21939506470554504,,TP3M,14,15
PARN,4.412828857568157,-0.563710422869156,0.26143425336564646,-2.156222513354977,0.031066294403297286,0.25617078958078554,TP3M,14,15
BFAR,6.314439519738156,0.466385034908806,0.23045694859221283,2.0237403895078963,0.04299687050237365,0.30220125873252424,TP3M,14,15
PDXDC1,4.923579169905645,0.48671718649316864,0.26442441053360494,1.8406666219316887,0.06567042814103576,0.36812728961079033,TP3M,14,15
NTAN1,4.120068881570833,0.13524970191138044,0.26014496511730023,0.5199012860018102,0.6031323790382501,,TP3M,14,15
RRN3,2.22536975485208,-0.03107061570706582,0.3785146521980987,-0.08208563532913057,0.9345786159193958,,TP3M,14,15
MARF1,9.25899614479522,0.24594198490565033,0.20128800863200816,1.221841214372973,0.2217676794576372,0.6300258455575081,TP3M,14,15
NDE1,5.775404088013709,0.3542694046168542,0.2563124590530067,1.3821778540370897,0.16691709820865275,0.5607026153436218,TP3M,14,15
AC026401.3,0.6596263451583072,1.2937582316309402,0.7669063243995499,1.6869833908905232,0.0916065456875779,,TP3M,14,15
FOPNL,3.2994422589061942,-0.6148847178471225,0.3661285786115771,-1.679422896128108,0.09306965411897475,,TP3M,14,15
ABCC1,1.7815937337515952,0.10848763805081629,0.43532120635859584,0.24921284896341486,0.8031961408886656,,TP3M,14,15
XYLT1,1.6801379094124107,-0.16266642956911206,0.4967329502506729,-0.3274725976745122,0.7433104653119488,,TP3M,14,15
AC109446.3,1.1871807101891243,0.07344527943533422,0.6391317010147046,0.11491415512441377,0.9085131652566188,,TP3M,14,15
RPS15A,658.3044933976782,0.01936717864745114,0.05934635070832071,0.32634152591181564,0.7441659732832377,0.921842408173101,TP3M,14,15
ARL6IP1,17.618451257625615,0.5596650535264492,0.20134933068474772,2.7795724556080885,0.0054430509273974215,0.09869695406107365,TP3M,14,15
SMG1,16.385734181691483,-0.007018224468454671,0.15863110381047948,-0.04424242345838757,0.9647111661124808,0.99257758484235,TP3M,14,15
COQ7,6.400864962718514,-0.4256346602969848,0.24660876143254312,-1.725951088779188,0.08435621245821834,0.4166096597969759,TP3M,14,15
GDE1,2.42218838114185,0.2480697712192441,0.39623569869076875,0.6260661824235159,0.5312715324117059,,TP3M,14,15
CCP110,3.085107880945171,-0.16467554210439211,0.39522966327601294,-0.4166578508794497,0.6769286881759282,,TP3M,14,15
VPS35L,1.33243254729844,-0.26728562650879517,0.48215827595839544,-0.5543524602528211,0.5793376543236228,,TP3M,14,15
KNOP1,2.1847390242546756,-0.0079411212986108,0.374373678222554,-0.021211751147445893,0.9830767403320683,,TP3M,14,15
ACSM3,2.5663688773703233,0.9174922654763052,0.34853539466019745,2.632422071138023,0.008477846945989055,,TP3M,14,15
THUMPD1,13.828073573453768,0.05623653085238429,0.1700673856028931,0.3306720489235746,0.7408922173858548,0.9216815099594855,TP3M,14,15
LYRM1,1.9150201116039445,-0.12837184719182804,0.3936154143396201,-0.3261352134981837,0.7443220557498686,,TP3M,14,15
TMEM159,2.210292183715819,-0.5601143242608067,0.42451376022933174,-1.3194256034438565,0.1870268668211683,,TP3M,14,15
METTL9,7.714789887832355,-0.19075758959684827,0.19928771472561288,-0.9571969343895121,0.3384678641089851,0.7181580830109451,TP3M,14,15
IGSF6,0.6532076566270275,-0.877184778907651,0.6978239472660753,-1.2570287711453199,0.20874321754128355,,TP3M,14,15
UQCRC2,7.008189747836609,-0.0944483176726031,0.21418512502892542,-0.4409658124477504,0.6592377472851898,0.9006956035315882,TP3M,14,15
MOSMO,1.4164011306474924,0.4574794672084864,0.5157101775810254,0.8870863657458261,0.375032403986039,,TP3M,14,15
SDR42E2,1.1109664767212617,0.10085730755884151,0.5404511652523867,0.18661687501726804,0.8519610348338982,,TP3M,14,15
POLR3E,4.118518077580501,0.35719065996751725,0.2870722897833479,1.244253355965103,0.2134063320925419,,TP3M,14,15
CDR2,2.401055899980573,0.5168807539065017,0.42565541827539344,1.2143173367808198,0.22462656783438273,,TP3M,14,15
NPIPB5,4.06674171509784,0.11090887821523103,0.2803046525576139,0.39567262691950783,0.6923465515080587,,TP3M,14,15
GGA2,14.434211371199789,-0.3631874803313069,0.16588921678945376,-2.1893374829315375,0.02857231990572524,0.24932586900227166,TP3M,14,15
UBFD1,1.1343464913416226,0.8715648305912896,0.5838309795456945,1.4928375867781014,0.1354797058243208,,TP3M,14,15
NDUFAB1,7.868466327063158,0.5133202713794753,0.23375753123468856,2.195951799576932,0.02809539354720853,0.24888872964582692,TP3M,14,15
PALB2,1.0521297155005558,1.1114053401854196,0.617081535367813,1.8010672439306805,0.07169228186463034,,TP3M,14,15
DCTN5,2.1146861868569435,0.33332348237382564,0.37331672158972773,0.8928704852930366,0.3719265344754761,,TP3M,14,15
PRKCB,40.40916939295556,0.11602022268504936,0.13139795656432665,0.8829682418101454,0.37725343061448036,0.7469407757124585,TP3M,14,15
RBBP6,20.192978833144746,0.1494249544529398,0.15900823526849384,0.9397309151983723,0.3473556031878313,0.7250430961818312,TP3M,14,15
TNRC6A,6.85867652065173,0.39897178623085167,0.22419065185280695,1.7796093768120083,0.0751399105787527,0.3948608170354426,TP3M,14,15
ARHGAP17,9.454627342896732,-0.36216782321325647,0.22811355442755074,-1.5876646353703703,0.11236219394741127,0.4712264818884788,TP3M,14,15
LCMT1,2.1366254754124325,-0.21229027752879323,0.3963008950304361,-0.5356795308587159,0.5921800526451106,,TP3M,14,15
AC008741.2,0.8259670164370303,-0.40327971920944267,0.5629224240014286,-0.7164037210363807,0.47374209796246847,,TP3M,14,15
NSMCE1,5.2527294107847915,-0.23824433381529295,0.31116314621046137,-0.7656572981626546,0.44388024154115135,0.7829577216912094,TP3M,14,15
IL4R,18.60107530509605,-0.09971880894512157,0.33685006489395924,-0.2960332187452989,0.7672047128500797,0.9297122829494341,TP3M,14,15
IL21R,1.3089363642818765,0.6595828879723258,0.5244673527849778,1.2576243010549082,0.20852766056616723,,TP3M,14,15
GTF3C1,2.390454785596289,0.47412143836311327,0.36683395233550015,1.292468800514653,0.19619484383772456,,TP3M,14,15
KIAA0556,0.7618857344732457,0.26406211139901986,0.6930439197974458,0.3810178602767291,0.7031899958039936,,TP3M,14,15
XPO6,4.938255303664644,0.27107865346458687,0.2468354995308905,1.0982158319195185,0.27211025460717464,0.6754101719983978,TP3M,14,15
AC020765.2,0.727115464607557,0.23397485484027802,0.6678455759706239,0.3503427487712665,0.7260814867462119,,TP3M,14,15
SGF29,1.639101233681425,-0.07559646742893275,0.4763909707501099,-0.15868576877076615,0.8739164509752024,,TP3M,14,15
EIF3C,0.9301076436076476,0.4637105693336451,0.6104634386919919,0.7596041629081235,0.44749123003083713,,TP3M,14,15
ATXN2L,7.609942030749624,0.15393618826214273,0.22160105494825041,0.694654582299217,0.48727179723550096,0.8017399466910652,TP3M,14,15
TUFM,8.26388624541396,-0.02475870433831414,0.2059720892293683,-0.12020417150181505,0.9043214133578976,0.97718403863605,TP3M,14,15
SH2B1,1.7166842373028137,0.11245966907351622,0.4213704519151166,0.26689025906394304,0.7895536568420289,,TP3M,14,15
RABEP2,4.351585584328075,-0.19250806691266661,0.2518796784966289,-0.7642858211574345,0.44469693303528113,0.7829577216912094,TP3M,14,15
CD19,9.462901582125163,-0.66555322153387,0.18121257175286326,-3.6727762047411803,0.000239929595674758,0.01235811279750855,TP3M,14,15
NFATC2IP,6.223100531910754,-0.22690552592330732,0.22056679353759004,-1.0287383802613832,0.3036026294190065,0.695565792035418,TP3M,14,15
SPNS1,1.266667463061132,-0.4236163963701891,0.5087095004467254,-0.8327275114740114,0.4049984248967242,,TP3M,14,15
LAT,1.413975498122219,0.5105334977699241,0.5523424798080052,0.9243060536415487,0.355326991836586,,TP3M,14,15
SPN,0.73617176943434,1.1706996631380535,0.6659591158968613,1.7579152161036906,0.07876193639710209,,TP3M,14,15
C16orf54,4.7447652555285345,0.39800040512298385,0.29711187615712353,1.3395641072001674,0.18038709947584164,0.5829433046795806,TP3M,14,15
KIF22,1.257222059530049,0.3063049648917692,0.5250602050496863,0.5833711295312958,0.5596434886110265,,TP3M,14,15
MAZ,5.342004542946324,-0.016984505426556166,0.2416431162588627,-0.07028756163019077,0.9439647824030478,0.9892139455181461,TP3M,14,15
AC009133.1,0.6476841063276242,-0.4603570692837534,0.6980614663865674,-0.6594792743205513,0.5095880508011777,,TP3M,14,15
MVP,1.8524811058032322,0.11899668285289369,0.39668395908494364,0.29997856007939167,0.7641935095236563,,TP3M,14,15
CDIPT,1.9578436602236045,-0.764318715967647,0.40635188328810873,-1.880928198936721,0.05998168667867507,,TP3M,14,15
KCTD13,1.4679200846183058,0.27354442122166067,0.44729155935860654,0.6115573064108555,0.5408306923282897,,TP3M,14,15
TMEM219,8.622221598104453,-0.22297280814500642,0.21012154275048306,-1.0611611033609443,0.28861669286919456,0.6898018260166843,TP3M,14,15
TAOK2,0.7974596241305546,-0.01745929151956295,0.6269637883921131,-0.02784736828954407,0.97778388616344,,TP3M,14,15
HIRIP3,1.3365488377959445,-0.2624867208322011,0.480130512819708,-0.5466986867605445,0.5845857565781296,,TP3M,14,15
INO80E,2.933819128245741,0.10550605494503908,0.33099867399030664,0.3187506876481591,0.7499155746750614,,TP3M,14,15
ALDOA,0.8719648782577681,0.24832762648042464,0.5259785430050927,0.4721250130502382,0.6368375596628293,,TP3M,14,15
PPP4C,7.364309807281817,-0.05984148474777118,0.20981242008876505,-0.28521421526168056,0.7754800302700029,0.9318335627341303,TP3M,14,15
YPEL3,23.459763843829858,-0.05905024698279659,0.12349262507364647,-0.4781682059765203,0.632530489822822,0.8910823415165311,TP3M,14,15
MAPK3,1.7260774052957732,-0.47569562586513114,0.40838879598717936,-1.1648106670391238,0.24409564007798157,,TP3M,14,15
CORO1A,36.951693633830615,-0.27556355591618586,0.14536096306013727,-1.8957191127179205,0.057997196629324746,0.34876825181154,TP3M,14,15
AC012645.3,1.1407681192188734,0.6600121065971616,0.594046234441997,1.1110450135537482,0.266548974241699,,TP3M,14,15
CD2BP2,3.6048020201940765,0.014202424834212355,0.30020555776246477,0.047309000339860165,0.9622669548823254,,TP3M,14,15
TBC1D10B,0.7802837290753183,-0.1842162302220785,0.6092255042162266,-0.3023777385339016,0.7623641230349035,,TP3M,14,15
SEPT1,10.372363934139166,-0.08657939302280745,0.1965256002419626,-0.44055020270240003,0.6595386603912108,0.9006956035315882,TP3M,14,15
DCTPP1,4.079628758244209,0.06719639104987835,0.26974273694399936,0.2491128836726708,0.8032734638236979,,TP3M,14,15
SEPHS2,4.9396573711717116,0.08795100585964147,0.2386985389585737,0.3684605957094083,0.7125298216255391,0.9151417445727388,TP3M,14,15
ITGAL,3.7408464753212045,0.20263960413964927,0.32059172255524204,0.6320799630275291,0.5273346274401491,,TP3M,14,15
ZNF768,0.6717875913118677,-1.0211039158264146,0.7056827504927948,-1.4469730415166784,0.14790447412873214,,TP3M,14,15
ZNF688,3.1281149079131847,-0.6807096762052877,0.3320936964688038,-2.049751872568988,0.04038865024682993,,TP3M,14,15
ZNF689,1.1138862442172013,0.6640295244634693,0.5681443807015703,1.1687689732027198,0.2424967241758701,,TP3M,14,15
PRR14,1.718702159522223,0.05623929575899665,0.4150970123168071,0.1354847037927465,0.8922286573502981,,TP3M,14,15
FBRS,5.515688358972513,-0.4411003322483278,0.2509680207151499,-1.7575957725266487,0.07881631317184828,0.40423884676353844,TP3M,14,15
PHKG2,2.195724237385632,0.006885102546492673,0.37543066999657854,0.018339211728640656,0.9853682462838949,,TP3M,14,15
RNF40,1.113668517383677,0.5336995236885829,0.5036707538328343,1.05961984019766,0.28931758379606165,,TP3M,14,15
BCL7C,7.899793889798163,-0.15361350503737936,0.20036451531910748,-0.7666702100056447,0.4432776198298335,0.7826173178714497,TP3M,14,15
MIR762HG,0.8019890342283851,0.07424652914369002,0.5791550213249057,0.12819802368947733,0.8979922640331663,,TP3M,14,15
ORAI3,2.210625887797961,-0.5800950859772559,0.38437060956149605,-1.509207706174646,0.13124571150507092,,TP3M,14,15
SETD1A,1.6850740973071374,-0.6446078706047782,0.4206645089366371,-1.5323562052673019,0.12543455838514575,,TP3M,14,15
STX4,3.4361252699747538,-0.20277607511373674,0.3082245848302252,-0.6578841698348913,0.5106125634389567,,TP3M,14,15
ZNF646,0.7023777557621829,0.12435472594271652,0.5955277935180286,0.20881431109722315,0.8345931989662664,,TP3M,14,15
VKORC1,1.9407954591228571,-0.5436766172400213,0.37830657100681536,-1.4371323654069617,0.15068038635226133,,TP3M,14,15
BCKDK,1.2318708204031363,0.2008629755537452,0.49341115886903064,0.4070904598391168,0.6839415500257771,,TP3M,14,15
KAT8,3.1198089010315564,0.11980918157183415,0.29194521189842143,0.41038241659370045,0.6815254427543807,,TP3M,14,15
FUS,75.53666590787842,0.202594868884644,0.1166034117135616,1.7374694780142623,0.082304336931114,0.4119068309415668,TP3M,14,15
PYCARD,7.751596882727064,-0.561826644878831,0.236167891050492,-2.378928999957552,0.017363019917948374,0.19395271245354298,TP3M,14,15
PYCARD-AS1,0.9797899710862146,-0.2127635619050282,0.5834971361009477,-0.36463514341605807,0.7153837777800081,,TP3M,14,15
ITGAM,1.5733129935769168,0.8798391635083089,0.5551111864657351,1.584978261940715,0.11297127334302767,,TP3M,14,15
ITGAX,1.734809970713306,-0.45724109405626234,0.4949227405984744,-0.9238635781886959,0.35555734814144613,,TP3M,14,15
C16orf58,1.2801820398855241,0.40370585030773315,0.4624024962504455,0.8730615720748159,0.38262951802816814,,TP3M,14,15
ZNF720,3.1383472268204207,-0.004491544810746875,0.3064568570578036,-0.014656369101572048,0.9883063280292259,,TP3M,14,15
ZNF267,7.519681306227958,0.13001521349004186,0.26969977947903334,0.48207385909319717,0.6297534790821683,0.8894949263717248,TP3M,14,15
VPS35,9.670958504355827,-0.16160334361984277,0.19380532145068574,-0.8338436860773358,0.4043690741216892,0.761286723678025,TP3M,14,15
ORC6,1.4432093652520641,-0.032707629317660136,0.4331316113072557,-0.07551429741861518,0.9398055223218638,,TP3M,14,15
C16orf87,3.121514555737561,0.17530674173876237,0.3514498699121385,0.49881009141528093,0.6179131776545601,,TP3M,14,15
DNAJA2,9.280329209972797,0.008458569044951974,0.20009267737105077,0.042273256353436914,0.9662808645607053,0.99257758484235,TP3M,14,15
NETO2,0.6292138064420963,0.35581952850109233,0.708731132482683,0.5020515004817943,0.6156312946968496,,TP3M,14,15
ITFG1,2.20125476868932,0.14813996963510706,0.357452325756258,0.41443280393179405,0.6785571689383407,,TP3M,14,15
PHKB,11.8378786856894,-0.1523030992625603,0.2226618659285914,-0.6840107021801594,0.4939684078126524,0.8078986292527228,TP3M,14,15
LONP2,7.419106896112083,-0.09921689891006276,0.19467728262377063,-0.509648057404866,0.6102980491849715,0.8749492806790596,TP3M,14,15
SIAH1,2.831931153693426,-0.3023172331587902,0.35025976770547035,-0.8631229191387049,0.3880698879109433,,TP3M,14,15
N4BP1,4.884941323778595,0.5014618940189514,0.24361821379842882,2.0583924584303204,0.039552475098534046,0.2892376471197325,TP3M,14,15
CNEP1R1,1.4961968668167236,0.7227396736562247,0.43600906412393364,1.6576253411346265,0.09739311150823289,,TP3M,14,15
TENT4B,3.427982348075433,0.31776138557302097,0.32213482170025237,0.9864235846837419,0.32392529640477374,,TP3M,14,15
ADCY7,2.342494170280334,0.5293824424086786,0.3703760296501734,1.4293107545558215,0.152914936292829,,TP3M,14,15
BRD7,11.770020754944253,0.10101739727793736,0.19182382333927464,0.5266154929008483,0.598460630941752,0.8656610021843656,TP3M,14,15
SNX20,1.2615305829986487,-0.04309835250938746,0.44774022400933333,-0.09625749530265357,0.9233160681098531,,TP3M,14,15
CYLD,18.4322644515756,0.47824314181189764,0.1635193375850501,2.924688595702955,0.00344801074656064,0.07651642979287568,TP3M,14,15
HNRNPA1P48,1.4424234681151897,0.3393574328131765,0.5220530111059574,0.6500440100790829,0.5156637939401683,,TP3M,14,15
CHD9,15.06762199054026,-0.10428901573765899,0.16764042102441482,-0.6220994620531914,0.5338764686875923,0.8354896388003976,TP3M,14,15
RBL2,6.777260238991198,-0.16870145616532062,0.2169730730474437,-0.7775225459816946,0.436850537918556,0.7821019414850813,TP3M,14,15
AKTIP,1.2595496161297082,0.4013161801578414,0.5634897355124157,0.7121978536004744,0.4763422659093939,,TP3M,14,15
FTO,1.5948613462498011,0.440571552190986,0.42954974916210736,1.0256589674429517,0.3050523619047242,,TP3M,14,15
AMFR,5.356018655059601,-0.149988728660531,0.27147998070495977,-0.5524854107881215,0.5806158272358972,0.8573717875480257,TP3M,14,15
NUDT21,4.7419746369058275,0.08494461257348862,0.2508689380116547,0.3386015552453222,0.7349099108292374,0.92122275640424,TP3M,14,15
OGFOD1,1.257776665734953,-0.01758039525012143,0.5353099795488545,-0.032841523457002864,0.9738009651282838,,TP3M,14,15
BBS2,1.178172745531096,0.15072686135581437,0.5137109561262206,0.29340791656929394,0.7692103750544252,,TP3M,14,15
MT2A,3.2417402866678855,0.17494215113861836,0.35269416440769974,0.49601657411148015,0.6198827173829697,,TP3M,14,15
MT1X,1.6190398055317983,1.3398472762418845,0.5309295740692919,2.5235875748504086,0.01161641227127816,,TP3M,14,15
NUP93,1.5569024485624399,0.18987301004755866,0.511997190216923,0.37084775790881436,0.7107509279626845,,TP3M,14,15
HERPUD1,41.92060743638026,0.12052378542419546,0.131574229768219,0.9160136117574849,0.3596597556514025,0.7372811786617506,TP3M,14,15
NLRC5,4.2051802287508755,0.4611763564400305,0.3027650296400621,1.523215402347799,0.12770482389471816,,TP3M,14,15
FAM192A,3.82711821556165,-0.08054040397056987,0.2924928110081187,-0.2753585761406434,0.7830407657958516,,TP3M,14,15
RSPRY1,2.294128239729242,0.11346084250942952,0.3537823154249917,0.3207080669737017,0.7484316334081217,,TP3M,14,15
ARL2BP,5.211891044412753,-0.11242523628885329,0.28705125228553835,-0.39165562035946316,0.6953126852860182,0.9078402951897533,TP3M,14,15
CIAPIN1,1.5162659118532136,-0.1087550371606901,0.4390833370866233,-0.24768655053570088,0.8043769387993284,,TP3M,14,15
COQ9,0.8725848969122602,0.44838919313793946,0.5514328235595092,0.8131347536470152,0.416140802702462,,TP3M,14,15
POLR2C,5.129279075576905,-0.2916784860665825,0.2449298748628379,-1.190865288401115,0.23370647330819228,0.6441964724260651,TP3M,14,15
USB1,1.2465361146260654,0.32553949435258567,0.5289656352419985,0.6154265469507361,0.5382730641628592,,TP3M,14,15
CFAP20,5.756939479590801,0.735391331922931,0.25354924185813665,2.9003886051230627,0.003727002837572993,0.0793159765552959,TP3M,14,15
CSNK2A2,6.121389561661745,0.17768402650491066,0.232872876670201,0.7630086811550414,0.4454582186030438,0.7833540370683908,TP3M,14,15
SETD6,0.584151318079685,0.6198381991980849,0.701925208074677,0.8830544794056479,0.37720683714734315,,TP3M,14,15
CNOT1,11.296454114745332,0.31087671047726495,0.21050539778962662,1.4768111114563756,0.13972627722575148,0.5128052963367743,TP3M,14,15
CKLF,5.01918295506723,0.5365563391646561,0.27889934561597723,1.9238350594893563,0.05437526134095938,0.33963036696971816,TP3M,14,15
CMTM3,1.1817222755212458,0.8120459686007843,0.48860237042707055,1.6619771367277707,0.09651735878232921,,TP3M,14,15
DYNC1LI2,4.393737217539137,0.0018438304764559286,0.27355233471156476,0.006740320744840562,0.9946220428646864,0.9968189253477899,TP3M,14,15
NAE1,4.501111068267338,0.049280985152756605,0.24782571904182163,0.19885339319620912,0.8423774281814237,0.9588195186602423,TP3M,14,15
FAM96B,11.832442133416004,-0.028669231348671092,0.1629582070350664,-0.17592996308864556,0.8603489653332506,0.9645977824035985,TP3M,14,15
CES2,1.6710674875595788,-0.3043703130682777,0.4785637549818863,-0.6360078670809455,0.5247712943917204,,TP3M,14,15
CBFB,3.4897407364486686,-0.3420100627504251,0.2942867281555744,-1.1621661122604954,0.24516799689555824,,TP3M,14,15
TRADD,4.675704559745222,-0.8003129009454586,0.3156190173357706,-2.5356928986761518,0.011222510183911813,0.14882388505083052,TP3M,14,15
E2F4,3.2146717441809276,0.12821080101210333,0.2835359118396134,0.452185404593926,0.6511354218587606,,TP3M,14,15
TMEM208,4.564962948247274,0.1670796645096115,0.2570904131577834,0.6498867945226341,0.5157653487823235,0.8253174469033667,TP3M,14,15
ATP6V0D1,6.855941640173051,0.028962322900924778,0.24270524784012967,0.1193312594542756,0.9050129189697943,0.9773369535152382,TP3M,14,15
AC009061.2,1.0721952246066748,-0.20963744506048615,0.5540030270767752,-0.37840487292397784,0.705129848789086,,TP3M,14,15
RIPOR1,2.806615081350529,-0.26853818520962336,0.3642405315710643,-0.7372550881455949,0.46096723862901035,,TP3M,14,15
CTCF,10.40179233719817,-0.0542511997871365,0.18543765246458982,-0.29255762821682624,0.7698603050756958,0.9297122829494341,TP3M,14,15
CARMIL2,1.092072194972434,0.006301637552456203,0.5945582300210852,0.010598856822203477,0.9915434941077113,,TP3M,14,15
ACD,1.4111849327481507,-0.5184959108198334,0.4963127143491742,-1.0446960068305897,0.29616349098095773,,TP3M,14,15
PARD6A,1.7507594453084778,0.0408048820306033,0.39833527670650704,0.10243853461331341,0.9184085983372491,,TP3M,14,15
C16orf86,0.9927365851879436,-0.16629357665349223,0.5511431913468833,-0.3017248135590755,0.7628618508512751,,TP3M,14,15
RANBP10,1.559755115324233,0.09702743760939374,0.5044367113392679,0.19234808932083494,0.8474695517700406,,TP3M,14,15
CENPT,1.0319852276243773,-0.5422545418986162,0.5300493516358622,-1.0230265167292174,0.3062953085377216,,TP3M,14,15
THAP11,2.5770810153211223,0.15276750625329147,0.40039666481316105,0.38154040649808624,0.7028022945067353,,TP3M,14,15
NUTF2,4.632578050282411,-0.0585251616757109,0.253951857145144,-0.23045770302148788,0.8177361270334215,0.9494617482842655,TP3M,14,15
PSKH1,0.8458134229926308,0.014114097494363684,0.6757498983008081,0.02088656991270583,0.983336139945497,,TP3M,14,15
AC040162.1,0.5453786153418535,0.26276556292924,0.680842006312625,0.3859420548275996,0.6995395837053233,,TP3M,14,15
PSMB10,4.58608298277253,-0.47007967534751566,0.29323535237200254,-1.6030798181222223,0.10891703310423008,0.46750137156091026,TP3M,14,15
DPEP2,3.099777213081852,-0.10616043725749037,0.323917884371104,-0.3277387337337176,0.7431092141706359,,TP3M,14,15
DUS2,3.765480671377511,-0.48344505930851644,0.32518486468553437,-1.4866776157495074,0.1370999774321925,,TP3M,14,15
DDX28,1.1233367946513018,0.8742972554672918,0.6016629723335734,1.4531345548427148,0.1461863985756258,,TP3M,14,15
NFATC3,9.432031500136159,0.14931833904506647,0.23587040901157383,0.6330524446487038,0.5266993957495834,0.8323762387128274,TP3M,14,15
SLC7A6,2.9926658481536346,0.5118800933784491,0.42765212532266383,1.1969544007111743,0.2313243285153872,,TP3M,14,15
SLC7A6OS,3.3856639428603446,-0.19691923443805323,0.3155950185240607,-0.6239617955916509,0.5326526754226103,,TP3M,14,15
PRMT7,1.0716109543699757,0.4483704887947311,0.5214031538204839,0.8599305269049111,0.3898273397530303,,TP3M,14,15
ZFP90,2.642050395992709,-0.3923692982127363,0.37936840077224,-1.034269848026435,0.30101002857390213,,TP3M,14,15
TANGO6,0.7952039567001916,-0.2810366151135248,0.5793359383823788,-0.48510129700952936,0.6276044920751012,,TP3M,14,15
CHTF8,1.7732463208247113,-0.4112213474385943,0.4062143367813302,-1.0123260313679165,0.31138219231931064,,TP3M,14,15
UTP4,1.5838098400794363,0.8406008955679081,0.46620681822499777,1.8030643540743383,0.07137810850467172,,TP3M,14,15
SNTB2,1.277551722936544,1.0294161056199935,0.5505257534545231,1.86987820126571,0.06150073356413536,,TP3M,14,15
VPS4A,3.455639332884134,0.032651349958471285,0.2995799719059605,0.10899043000351402,0.9132100808665032,,TP3M,14,15
NIP7,4.122530655247883,0.09567166551008656,0.26156993649043236,0.3657594094862122,0.7145446107272533,,TP3M,14,15
TERF2,4.018167683742366,-0.07554164220490896,0.28979328900315593,-0.26067422908501614,0.7943437413276945,,TP3M,14,15
CYB5B,4.31652841288023,0.2760390246403839,0.2694182108215835,1.0245744851419298,0.3055640086870922,0.6968916192812875,TP3M,14,15
NFAT5,5.270574208401648,0.5837721989771724,0.2584651966725726,2.258610468614478,0.023907626049676337,0.2277954503499992,TP3M,14,15
