baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,gene,significant
15.369275084037767,0.37786314962166073,0.2560429894451179,1.4757801041166745,0.1400029335258265,0.476778180653963,B-cell,ISG15,False
16.269613056981242,-0.020522315852812317,0.15859704875456304,-0.12939910303483415,0.8970418573892319,0.9771550295585847,B-cell,AURKAIP1,False
15.112749018085644,0.27449116631419335,0.17842082954987099,1.5384479884254176,0.12393911642797678,0.45318805164537435,B-cell,MRPL20,False
18.816096660961673,0.10640094412721286,0.14035597529821556,0.7580791904380405,0.44840357657232444,0.788510430185823,B-cell,SSU72,False
21.4170744242982,0.009237005302037757,0.16100583075236485,0.05737062601319538,0.9542499614961965,0.9887236481004092,B-cell,GNB1,False
12.728446723627766,-0.10587116756879371,0.18206249966282467,-0.5815100186192353,0.560896767984604,0.8559235261227613,B-cell,FAAP20,False
10.39722657291625,-0.1879309436942938,0.19562131145658912,-0.9606874746670844,0.3367093308917678,,B-cell,RER1,False
15.846340836014203,-0.1669700685280319,0.15466882180972405,-1.0795328145283283,0.28035027362306864,0.6544025254921225,B-cell,TNFRSF14,False
429.983129656869,0.010491296702166792,0.06599103662653032,0.15898063189310446,0.8736841332575,0.9675325567787662,B-cell,RPL22,False
31.296398307609184,0.026539799598088103,0.13029538825285544,0.2036894778392625,0.8385961652893505,0.9539472860856464,B-cell,PARK7,False
18.441175023615823,-0.1264723354843317,0.1617192813538222,-0.782048587067522,0.43418601993287487,0.7792851673821133,B-cell,RERE,False
23.264593566087505,-0.05505282668361247,0.13425335867701474,-0.4100666622133302,0.6817570472580898,0.9045001688719623,B-cell,ENO1,False
11.676104610007732,0.15431310319078517,0.26329545686077316,0.5860834251780641,0.5578194540678374,,B-cell,TNFRSF1B,False
55.514048580039066,-0.12470679133438028,0.12208562375507363,-1.021469911842898,0.3070318572100539,0.6817681752407864,B-cell,PRDM2,False
12.933612908536842,0.3373704913999451,0.20117025474234773,1.6770396390462308,0.09353473081811856,0.4101320348784338,B-cell,EFHD2,False
16.689590867355406,-0.1851346062354892,0.1583165139448741,-1.16939541948197,0.24224435447340031,0.6064198409312894,B-cell,SPEN,False
24.744122600681166,0.27634020173989704,0.14910484255653159,1.8533281481795296,0.06383533901446177,0.3613163633106137,B-cell,CAPZB,False
10.80577066828666,0.20891968456064108,0.18561407199569274,1.1255595134268115,0.260352013234289,,B-cell,MINOS1,False
35.76167941267541,-0.07118651958471925,0.11685412989771576,-0.6091913024129307,0.5423976446877989,0.8501653580083871,B-cell,HP1BP3,False
10.378010063269343,0.22303333803088918,0.18301060954333467,1.2186907556202506,0.22296158797158883,,B-cell,EIF4G3,False
11.687662183362972,-0.24991543285766013,0.18272100352395734,-1.367743324728909,0.17139243348922018,,B-cell,USP48,False
77.92968366187199,0.1321835116280036,0.10739966639889217,1.230762776646456,0.21841160122321135,0.5872771868472142,B-cell,CDC42,False
27.005452617142193,-0.052507144174524636,0.12256104597266462,-0.428416253776388,0.668348093162984,0.8989253234844711,B-cell,HNRNPR,False
21.33735608255515,-0.2451099834857245,0.2609990222268254,-0.9391222288668489,0.3476679926181153,0.7144787477204649,B-cell,ID3,False
1386.335793755267,0.09031345231374525,0.0641909118320664,1.406950761971096,0.15944198970281642,0.500435919994875,B-cell,RPL11,False
13.177632168494503,0.01696419845581431,0.15643486862504383,0.1084425652983768,0.9136446379721981,0.9822672333754482,B-cell,PITHD1,False
29.838192190904994,-0.026884445347306912,0.1394350566036302,-0.19280979978895044,0.8471079283782555,0.9583219673096921,B-cell,PNRC2,False
35.86164662857847,-0.19589546361695917,0.12482925648742503,-1.5693073012630911,0.11657635186216593,0.444799569522944,B-cell,SRSF10,False
13.050983965548031,0.24429079190334502,0.24820489876694637,0.9842303400011595,0.3250022712781826,0.6983919774861195,B-cell,RCAN3,False
