variable,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,gene,significant,cell_type,cluster_id,timepoint,grouping,n_sterile,n_infection
ARRDC3,49.361342133733984,-0.7089255299731084,0.32347089176746047,-2.1916207857204877,0.02840689980240323,0.9998769672548213,,ARRDC3,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
IFITM1,7.362748498171836,-2.5427694334099433,1.1640890968715474,-2.1843426248416518,0.02893708083427785,0.9998769672548213,,IFITM1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
CETN2,9.214280913985256,0.9025782431830293,0.41332903324646136,2.183679757731503,0.02898578822639664,0.9998769672548213,,CETN2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
DYNC1I2,26.229146589048042,-0.7203656106531292,0.33016075923898713,-2.181863199956152,0.029119630515196344,0.9998769672548213,,DYNC1I2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
EPS8,12.298686131106559,-1.2051348319618345,0.5530055780133287,-2.179245345573689,0.029313446964687656,0.9998769672548213,,EPS8,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
C5orf24,11.442437357913313,-1.1210979087970598,0.5152980997683494,-2.1756298136962777,0.02958295217756562,0.9998769672548213,,C5orf24,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
SEMA6B,5.573423546174067,-2.080940963007338,0.9568197684789953,-2.1748515567516935,0.029641242113607653,0.9998769672548213,,SEMA6B,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
PRCP,38.9979903599536,0.4949679034371825,0.22785167506283935,2.1723250588378384,0.029831153195214927,0.9998769672548213,,PRCP,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
IFIT2,29.889816488791798,-1.3333301184727195,0.615168212652475,-2.1674236266592555,0.030202567346409363,0.9998769672548213,,IFIT2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
GALC,12.042732160284134,0.8903880110769964,0.41089938306549234,2.1669246724935562,0.030240598324009375,0.9998769672548213,,GALC,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
SRSF7,173.13746708664726,-0.4509562694816158,0.2081720527459402,-2.16626710229916,0.030290782078678802,0.9998769672548213,,SRSF7,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
RCN2,10.309241701210135,-1.3343044758497389,0.6167763817617526,-2.1633520921122944,0.030514109343270014,0.9998769672548213,,RCN2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
HAUS2,9.112460627359658,0.9878683262500988,0.4571734681438226,2.1608172719667196,0.03070945732892643,0.9998769672548213,,HAUS2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
SFXN3,18.230523622531425,0.7035310228866062,0.3259894634764646,2.158140374795883,0.03091691949222873,0.9998769672548213,,SFXN3,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
OAS2,19.02745152926845,-1.5489136421534777,0.7186144060239884,-2.155416909498712,0.031129224312840518,0.9998769672548213,,OAS2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
LIPA,32.32448830509416,0.7550396449081259,0.35077103849044783,2.15251421028788,0.0313568772932881,0.9998769672548213,,LIPA,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
KIF5B,65.78464381167647,0.4657404257958333,0.2168614655118429,2.1476403135825852,0.03174234027356713,0.9998769672548213,,KIF5B,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
MRPL55,25.350539364533017,0.652558063612202,0.30586698034326515,2.13347012116135,0.03288618016597715,0.9998769672548213,,MRPL55,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
RGS10,91.86646984540768,0.4394225375461628,0.20596962601214092,2.1334336817228623,0.032889166515668936,0.9998769672548213,,RGS10,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
ESYT2,22.929697105412888,0.6978611570799471,0.32733186141662535,2.1319683151519278,0.03300945139210733,0.9998769672548213,,ESYT2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
ABR,10.502559281391505,-1.1559649508272871,0.5424493033981882,-2.1310101120707756,0.03308830912575028,0.9998769672548213,,ABR,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
WDR46,11.247848093306295,0.8241850004013065,0.3870231605025311,2.1295495580449026,0.033208819276323645,0.9998769672548213,,WDR46,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
MEAF6,22.357188556760264,0.6431140701717782,0.3021561162670912,2.128416522283126,0.03330256445799111,0.9998769672548213,,MEAF6,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
IRS2,141.93066258524013,0.5409555163352376,0.25416558737617045,2.128358610304754,0.03330736205934563,0.9998769672548213,,IRS2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
GIMAP4,54.41164187732715,-0.8434245537867581,0.3969749288384582,-2.124629271310921,0.033617559416741084,0.9998769672548213,,GIMAP4,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
KDM7A,29.89974547946883,-0.7304519653211914,0.34424799843993553,-2.1218771601620245,0.03384805489198814,0.9998769672548213,,KDM7A,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
ERICH1,54.892962387508156,-0.5108082342160268,0.24087740594800225,-2.120614975097723,0.033954216879951885,0.9998769672548213,,ERICH1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
PWWP2B,6.2598195545238235,1.1172308173492258,0.5270511722733863,2.1197767429871264,0.03402487750961656,0.9998769672548213,,PWWP2B,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
TCOF1,38.50341681642386,0.4858330552753367,0.2306664207836095,2.106214912534242,0.03518568836877252,0.9998769672548213,,TCOF1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
IRF9,12.49366251155324,-1.0172183031672821,0.4831337624524928,-2.1054589478567163,0.03525137719202451,0.9998769672548213,,IRF9,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
C6orf89,13.496912395214574,0.7837506232235616,0.37308245600276563,2.100743711244765,0.0356634700032185,0.9998769672548213,,C6orf89,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
SEPT11,7.900550944589366,-1.5075659031645852,0.7191433444909657,-2.096335751020114,0.03605241744712728,0.9998769672548213,,SEPT11,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
SRGAP2,17.95783693091835,-0.8765178510734718,0.41815136586625556,-2.0961735931620114,0.03606679455369021,0.9998769672548213,,SRGAP2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
FCGR2B,5.1152090721225845,-2.40905393307518,1.1495250839718074,-2.0956949671350213,0.03610925860990177,0.9998769672548213,,FCGR2B,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
CNTRL,26.30891662028752,0.6606924314318229,0.3154480213092436,2.094457364765415,0.03621925725044624,0.9998769672548213,,CNTRL,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
KIAA0100,21.72591473869112,0.7499347579754605,0.3583896190808515,2.0925125004981737,0.03639269470935849,0.9998769672548213,,KIAA0100,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
PSMD8,58.116864353164694,-0.5319808282263483,0.25463070848324626,-2.0892249461786756,0.03668747884828261,0.9998769672548213,,PSMD8,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
PAPSS2,8.298498717960074,1.27843021036919,0.6128666024499949,2.085984462619661,0.036980030506382634,0.9998769672548213,,PAPSS2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
TCEAL8,10.74568948113835,0.8394600568928762,0.4026407629687512,2.0848859184136463,0.037079657184569924,0.9998769672548213,,TCEAL8,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
TP53I3,10.874713161981958,0.968431731716185,0.4645218858870985,2.0847924740225507,0.037088142167808376,0.9998769672548213,,TP53I3,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
TNRC6A,17.493720606922707,-0.8297438824455592,0.3991852431778999,-2.0785935768566914,0.037654721855430014,0.9998769672548213,,TNRC6A,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
ASXL1,15.737901805551429,-0.871261814253629,0.41965523966700197,-2.076137104698082,0.037881272296769075,0.9998769672548213,,ASXL1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
POLR2J,55.89228973488551,0.4187863541883091,0.2025877806994309,2.0671846680113495,0.03871675634519752,0.9998769672548213,,POLR2J,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
MYO15B,7.688242450746915,-1.5984085421959302,0.7750824132991374,-2.0622433366695887,0.03918457469895491,0.9998769672548213,,MYO15B,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
AK2,17.90166761732944,-0.8220114687678906,0.3993251294394915,-2.0585017274562665,0.039541995614952676,0.9998769672548213,,AK2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
ST3GAL5,16.990588033098014,-0.9466651283209372,0.46051411271714976,-2.055670178564938,0.03981431826323755,0.9998769672548213,,ST3GAL5,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
RAB6A,14.762287393297518,-0.9530151078729711,0.46392115249328786,-2.0542609509204466,0.039950441991846,0.9998769672548213,,RAB6A,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
KDM1B,21.58864649174834,0.6048963859019911,0.2944963090397207,2.054003284028951,0.03997537386199478,0.9998769672548213,,KDM1B,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
AP5B1,14.553931541778029,-0.9634359075298542,0.470511946283077,-2.047633253822245,0.040595948430345696,0.9998769672548213,,AP5B1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
ARHGAP26,60.06200498385768,-0.47710892600189725,0.23311126552516254,-2.046700424053067,0.04068750760297775,0.9998769672548213,,ARHGAP26,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
UBA6,16.31023226653524,-0.8817424916747914,0.43087128788302476,-2.046417379090183,0.04071532364077868,0.9998769672548213,,UBA6,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
NOB1,10.605680430029874,0.8983504354652584,0.4406355561697223,2.0387606557997224,0.0414739207748351,0.9998769672548213,,NOB1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
MTCH2,14.415508192563271,-1.0090730600003173,0.49554148337866893,-2.0363039096551927,0.041719847490128824,0.9998769672548213,,MTCH2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
EFCAB2,17.310666228565434,0.7014920754405646,0.3449259600328989,2.033746823154907,0.04197712857065177,0.9998769672548213,,EFCAB2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
RBM48,7.786124654442109,0.8937899793893803,0.43975781898188365,2.032459551165368,0.04210715465774057,0.9998769672548213,,RBM48,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
CCT5,41.69722735699366,-0.5243371954608004,0.2580763433618183,-2.0317135179092696,0.04218266661790119,0.9998769672548213,,CCT5,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
TNFSF10,74.45820500805088,-0.8581098758493272,0.4223699066035613,-2.03165486563595,0.04218860813589584,0.9998769672548213,,TNFSF10,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
LRRC8B,6.775887291194008,-1.5030980639282772,0.7428989828796339,-2.0232872820769665,0.04304353734029802,0.9998769672548213,,LRRC8B,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
HLX,12.359375767348169,-1.1701176430053515,0.5793838248928599,-2.0195897654231727,0.04342595763489421,0.9998769672548213,,HLX,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
GBP1,30.817260682227243,-1.0489284908235224,0.5194648700482685,-2.0192481750037428,0.043461431441748175,0.9998769672548213,,GBP1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
MARCO,28.00188251530842,0.9117104767831175,0.45239974762761176,2.0152762718461608,0.04387570970002905,0.9998769672548213,,MARCO,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
LTA4H,141.88107028565454,0.6333792503520954,0.31477061542921714,2.012193067921628,0.04419958895213578,0.9998769672548213,,LTA4H,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
KHDC4,9.344304682258704,-1.11660131557682,0.5559592439172947,-2.0084229694774662,0.044598364082961514,0.9998769672548213,,KHDC4,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
TSPYL2,41.19917169419168,0.4916224258693751,0.2448769848864605,2.0076301825478633,0.044682604756080165,0.9998769672548213,,TSPYL2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
PUS7L,8.028874864882294,-1.4124164052241228,0.7046694036433601,-2.0043674351710044,0.045030715010002074,0.9998769672548213,,PUS7L,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
H6PD,8.50259871410209,-1.2397236859870349,0.618751070521478,-2.0035903694553716,0.045113958333354395,0.9998769672548213,,H6PD,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
NUFIP1,13.300114367615938,-1.2793839973118322,0.6395202530041286,-2.0005371077803424,0.045442297102771374,0.9998769672548213,,NUFIP1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
CPSF1,8.030850724327454,0.9409844274890201,0.4703715700877108,2.0005129717205348,0.04544490062546428,0.9998769672548213,,CPSF1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
JPX,13.26673742855131,-1.0469788161044709,0.5239487059356217,-1.998246783022143,0.045689911857285125,0.9998769672548213,,JPX,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
CNOT7,31.53629172640046,0.5673168114468302,0.28446649088717346,1.9943185915413926,0.046117248758860765,0.9998769672548213,,CNOT7,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
MRPS10,13.46735442793576,-0.9817403963693758,0.49244786630942083,-1.9935925476271974,0.046196600453784896,0.9998769672548213,,MRPS10,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
MRPL35,6.168089909702002,-1.689693985419562,0.8486636937097414,-1.9910053864015873,0.04648029507725535,0.9998769672548213,,MRPL35,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
RASSF1,14.362349635195036,-0.8312971363164047,0.41764324840781525,-1.990447922923609,0.046541615280578166,0.9998769672548213,,RASSF1,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
LILRB2,98.40959485212424,0.34697571927824095,0.17433405504925875,1.990292253456742,0.04655875086160702,0.9998769672548213,,LILRB2,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
NEK9,7.246464967213058,-1.4326799459717143,0.720413815378105,-1.9886902713265995,0.04673540047671224,0.9998769672548213,,NEK9,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
NMI,31.993869428392383,-0.6290115059744311,0.31637095083028943,-1.9882087920007903,0.04678860301988293,0.9998769672548213,,NMI,False,Monocytes - CD14,0,TP4M,Harmony_leiden,9,3
