variable,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,gene,significant,cell_type,cluster_id,timepoint,grouping,n_sterile,n_infection
USE1,9.272149169357718,1.0225338172572689,0.30222418357931863,3.383361996869801,0.0007160418351690977,0.9992189175897813,,USE1,False,NK,0,TP1M,DRVI_leiden,16,3
C12orf57,84.177111592409,-0.5742447518203017,0.17461367535554895,-3.2886585237440458,0.001006660769873226,0.9992189175897813,,C12orf57,False,NK,0,TP1M,DRVI_leiden,16,3
COX6A1,84.80755674582228,-0.42527359713144103,0.14516843326087348,-2.92951840547323,0.0033948770713322493,0.9992189175897813,,COX6A1,False,NK,0,TP1M,DRVI_leiden,16,3
PSME3,9.17317942158683,0.86747044900086,0.3119027453589566,2.7812209475826264,0.005415486593292018,0.9992189175897813,,PSME3,False,NK,0,TP1M,DRVI_leiden,16,3
BTG3,19.13242891919786,-0.8826347602986444,0.3209695889282669,-2.749901519473558,0.005961317790304013,0.9992189175897813,,BTG3,False,NK,0,TP1M,DRVI_leiden,16,3
PCNX4,20.77704200555964,0.6718913548427531,0.2486265626379873,2.702411792665374,0.006883844694553201,0.9992189175897813,,PCNX4,False,NK,0,TP1M,DRVI_leiden,16,3
PDHA1,9.975405296003922,0.8360150402296547,0.30975978278101474,2.69891408343567,0.0069566133445405475,0.9992189175897813,,PDHA1,False,NK,0,TP1M,DRVI_leiden,16,3
BRAF,24.457567315259695,0.6319982064399124,0.2357165450369966,2.681178813055817,0.007336330270307496,0.9992189175897813,,BRAF,False,NK,0,TP1M,DRVI_leiden,16,3
ATOX1,17.17762703120885,-0.8201743150469366,0.30769453478334646,-2.6655472305494046,0.0076863134064123545,0.9992189175897813,,ATOX1,False,NK,0,TP1M,DRVI_leiden,16,3
CFAP97,21.53197220435916,-0.7365556014974629,0.2782930272386276,-2.6466908237190196,0.008128363065339572,0.9992189175897813,,CFAP97,False,NK,0,TP1M,DRVI_leiden,16,3
KRCC1,10.103829175648329,0.8382097512829831,0.3222892991752223,2.6007991994399573,0.009300687588168087,0.9992189175897813,,KRCC1,False,NK,0,TP1M,DRVI_leiden,16,3
RER1,26.679234383896954,-0.7189988994369617,0.2780942424030423,-2.5854505049224135,0.009725183462792239,0.9992189175897813,,RER1,False,NK,0,TP1M,DRVI_leiden,16,3
ILF3,25.187039451102947,-0.645516695273876,0.2512097392176466,-2.5696324405424593,0.010180646854295738,0.9992189175897813,,ILF3,False,NK,0,TP1M,DRVI_leiden,16,3
JUNB,298.6674561899565,-0.4744588013308895,0.1852913044943486,-2.5606101841943723,0.010448852395160834,0.9992189175897813,,JUNB,False,NK,0,TP1M,DRVI_leiden,16,3
CTDSP1,22.754552711807086,-0.6946743056121034,0.2716961892920925,-2.5568054797606297,0.010563827163349743,0.9992189175897813,,CTDSP1,False,NK,0,TP1M,DRVI_leiden,16,3
AXIN1,15.492059192793187,-0.8618080925333258,0.34366498448883825,-2.5076982859198336,0.012152037936579475,0.9992189175897813,,AXIN1,False,NK,0,TP1M,DRVI_leiden,16,3
REXO2,15.214209528423108,-0.8075659862188409,0.32266006637832534,-2.5028383440297,0.012320180285394472,0.9992189175897813,,REXO2,False,NK,0,TP1M,DRVI_leiden,16,3
SLC25A6,106.50039973181254,-0.4367844373466558,0.17476649879910564,-2.4992457956644207,0.012445795431473821,0.9992189175897813,,SLC25A6,False,NK,0,TP1M,DRVI_leiden,16,3
BST2,46.78314299129778,-0.5609089156427234,0.22451496692265505,-2.4983141361616013,0.012478555999098433,0.9992189175897813,,BST2,False,NK,0,TP1M,DRVI_leiden,16,3
BBC3,14.004101217943358,0.8971053612205979,0.359267090321965,2.4970429671602745,0.012523378136504122,0.9992189175897813,,BBC3,False,NK,0,TP1M,DRVI_leiden,16,3
SUPT5H,27.20519612542223,0.5121401425022866,0.20631809450724556,2.4822841822257184,0.013054311883094279,0.9992189175897813,,SUPT5H,False,NK,0,TP1M,DRVI_leiden,16,3
MEF2A,7.859679498391816,-1.2000223073221299,0.49042800458760827,-2.4468878124755666,0.014409568342783593,0.9992189175897813,,MEF2A,False,NK,0,TP1M,DRVI_leiden,16,3
GTF2I,43.11592949312838,0.47025181256944176,0.19242532693455086,2.4438145438588097,0.014532894975357223,0.9992189175897813,,GTF2I,False,NK,0,TP1M,DRVI_leiden,16,3
ZCCHC17,25.84794829507654,0.5323998063931817,0.21941137175076048,2.4264913989871015,0.015245611693753311,0.9992189175897813,,ZCCHC17,False,NK,0,TP1M,DRVI_leiden,16,3
DAZAP1,19.635043799406407,-0.7560812578797499,0.31227177228502967,-2.4212283177155958,0.015468158600191356,0.9992189175897813,,DAZAP1,False,NK,0,TP1M,DRVI_leiden,16,3
CHD9,32.14677618915086,-0.5282302537789898,0.22283025708064097,-2.3705499455032553,0.017761643987406997,0.9992189175897813,,CHD9,False,NK,0,TP1M,DRVI_leiden,16,3
RABGEF1,5.100275745841175,1.0220150786062572,0.43275320634642866,2.3616580157423743,0.018193416625454584,0.9992189175897813,,RABGEF1,False,NK,0,TP1M,DRVI_leiden,16,3
DUSP22,10.26929975104503,0.7894599025081881,0.33617145515185526,2.34838470194197,0.018855035741118287,0.9992189175897813,,DUSP22,False,NK,0,TP1M,DRVI_leiden,16,3
CEBPD,40.3397604165231,0.6160540524737323,0.26279413449497113,2.3442458244269577,0.019065600680102074,0.9992189175897813,,CEBPD,False,NK,0,TP1M,DRVI_leiden,16,3
MSI2,16.642949879019206,0.6226352697004105,0.26570990461083754,2.34328965121692,0.019114537216974207,0.9992189175897813,,MSI2,False,NK,0,TP1M,DRVI_leiden,16,3
ZCCHC3,7.404700094279106,0.8123601912836521,0.3468812098196275,2.3418973651125867,0.019185990167041263,0.9992189175897813,,ZCCHC3,False,NK,0,TP1M,DRVI_leiden,16,3
WDR73,8.46497489113322,0.8037039113877722,0.3431853417104361,2.34189463740529,0.01918613038343857,0.9992189175897813,,WDR73,False,NK,0,TP1M,DRVI_leiden,16,3
SIN3A,14.598258928021888,0.6133923325961019,0.26201227580343056,2.3410824195744446,0.019227921887837025,0.9992189175897813,,SIN3A,False,NK,0,TP1M,DRVI_leiden,16,3
TNRC6A,16.86729048944985,-0.710859299081534,0.304259529837914,-2.336358369646548,0.0194725717385743,0.9992189175897813,,TNRC6A,False,NK,0,TP1M,DRVI_leiden,16,3
UBE2V1,7.321937114903072,-1.2663924977499577,0.5440750025761483,-2.3276064729195394,0.019933009425125655,0.9992189175897813,,UBE2V1,False,NK,0,TP1M,DRVI_leiden,16,3
LSM1,31.094778527287872,-0.5521474269062026,0.23803716728178795,-2.3195849337787298,0.02036334165605012,0.9992189175897813,,LSM1,False,NK,0,TP1M,DRVI_leiden,16,3
GOLIM4,8.58708561079313,-1.0414319148328635,0.44920144099161236,-2.3184073330973787,0.020427193897923267,0.9992189175897813,,GOLIM4,False,NK,0,TP1M,DRVI_leiden,16,3
SLC35B1,11.095646644807603,-0.8743396212637503,0.3781846639878783,-2.311938332041341,0.020781081943155574,0.9992189175897813,,SLC35B1,False,NK,0,TP1M,DRVI_leiden,16,3
TMF1,52.766680705877384,0.3531293362362326,0.15282213997230648,2.3107210532467652,0.020848267587011762,0.9992189175897813,,TMF1,False,NK,0,TP1M,DRVI_leiden,16,3
IMPDH2,6.728695608877116,-1.2858333182214445,0.558334032406418,-2.3029821640631627,0.021279846640187713,0.9992189175897813,,IMPDH2,False,NK,0,TP1M,DRVI_leiden,16,3
FAM177A1,50.509036237787484,0.6492431937631856,0.2823002840492047,2.2998318827409436,0.02145774641285185,0.9992189175897813,,FAM177A1,False,NK,0,TP1M,DRVI_leiden,16,3
ZNF655,25.504703014764175,0.4804773815084236,0.20989581552758574,2.289123202864787,0.022072195038480846,0.9992189175897813,,ZNF655,False,NK,0,TP1M,DRVI_leiden,16,3
MAP3K5,9.505504968311172,0.8070352651998094,0.35295608904185566,2.286503308076111,0.022224830817063175,0.9992189175897813,,MAP3K5,False,NK,0,TP1M,DRVI_leiden,16,3
CSNK1G2,26.396361349978598,0.47115803476524465,0.20677691444145674,2.278581417262807,0.02269195962165965,0.9992189175897813,,CSNK1G2,False,NK,0,TP1M,DRVI_leiden,16,3
TMEM160,39.8335792513574,-0.4496055035229701,0.19741684850910357,-2.2774424114172667,0.02275981989779079,0.9992189175897813,,TMEM160,False,NK,0,TP1M,DRVI_leiden,16,3
TBC1D22A,11.344769327902375,0.6971934747782367,0.3061671833436491,2.277165916883034,0.022776319604173055,0.9992189175897813,,TBC1D22A,False,NK,0,TP1M,DRVI_leiden,16,3
SKIL,34.70791904560074,0.4997056347080194,0.21961547410801752,2.2753662360888103,0.022883969060969043,0.9992189175897813,,SKIL,False,NK,0,TP1M,DRVI_leiden,16,3
DNAJC17,6.104336598109042,-1.307509605906913,0.5801951795342946,-2.2535685438758937,0.024223324103241906,0.9992189175897813,,DNAJC17,False,NK,0,TP1M,DRVI_leiden,16,3
EML4,39.165862953671535,0.5809241572535593,0.257999686535674,2.2516467560639226,0.024344603851454674,0.9992189175897813,,EML4,False,NK,0,TP1M,DRVI_leiden,16,3
NRBF2,25.3977564081303,-0.5700151573498885,0.2533814529044454,-2.24963252367509,0.024472282097137112,0.9992189175897813,,NRBF2,False,NK,0,TP1M,DRVI_leiden,16,3
CUL5,17.48116947819167,-0.6821067859477947,0.30379537241068894,-2.2452836609561047,0.024749928271045874,0.9992189175897813,,CUL5,False,NK,0,TP1M,DRVI_leiden,16,3
CARD16,38.68779593961437,0.4804386235302993,0.21410695537318622,2.2439188054068575,0.02483762595498159,0.9992189175897813,,CARD16,False,NK,0,TP1M,DRVI_leiden,16,3
C19orf70,26.73668983991201,-0.6382191088788824,0.28459942866399857,-2.2425171823952303,0.02492796607253699,0.9992189175897813,,C19orf70,False,NK,0,TP1M,DRVI_leiden,16,3
RANBP9,11.119126032826742,0.6430086343770414,0.28815049090975753,2.2315028246070825,0.025647840624931858,0.9992189175897813,,RANBP9,False,NK,0,TP1M,DRVI_leiden,16,3
SELENOW,62.64604305060468,-0.3790517787029893,0.17104783299475,-2.2160571815874666,0.026687586227549277,0.9992189175897813,,SELENOW,False,NK,0,TP1M,DRVI_leiden,16,3
ANAPC10,7.730903769614671,-1.1064589711823163,0.5004250011724048,-2.2110385544089204,0.02703316733271165,0.9992189175897813,,ANAPC10,False,NK,0,TP1M,DRVI_leiden,16,3
KDM3A,21.048456072483674,0.5206490473701987,0.23577314917748798,2.2082626846463276,0.02722596694452038,0.9992189175897813,,KDM3A,False,NK,0,TP1M,DRVI_leiden,16,3
MAN2C1,5.906504070437158,0.9036164523338579,0.40943872253269054,2.206963832693453,0.02731658620783462,0.9992189175897813,,MAN2C1,False,NK,0,TP1M,DRVI_leiden,16,3
SMIM30,7.322716807329686,0.8537055813062229,0.38916111728079295,2.193707293450505,0.028256459168443816,0.9992189175897813,,SMIM30,False,NK,0,TP1M,DRVI_leiden,16,3
CRKL,8.26388236035047,0.8056073323148673,0.3672444429371353,2.1936542480311148,0.028260275308678483,0.9992189175897813,,CRKL,False,NK,0,TP1M,DRVI_leiden,16,3
TTC9C,5.1362015511962715,0.8925725665597739,0.40744113903674584,2.1906785570793224,0.028475061876420193,0.9992189175897813,,TTC9C,False,NK,0,TP1M,DRVI_leiden,16,3
NPLOC4,10.947506580326422,-0.8624956259952287,0.3952112589599402,-2.182366029411763,0.029082529376961336,0.9992189175897813,,NPLOC4,False,NK,0,TP1M,DRVI_leiden,16,3
SP140,15.401021679481534,-0.7447049150084992,0.3419520480270861,-2.177805102513996,0.029420549865803,0.9992189175897813,,SP140,False,NK,0,TP1M,DRVI_leiden,16,3
BTBD7,14.905891244780799,0.621234350862148,0.28529776133592766,2.177494656646349,0.02944368005625609,0.9992189175897813,,BTBD7,False,NK,0,TP1M,DRVI_leiden,16,3
POLDIP3,9.220933793551922,0.7055204982759469,0.3242079230974558,2.176135893088183,0.029545100732824008,0.9992189175897813,,POLDIP3,False,NK,0,TP1M,DRVI_leiden,16,3
DDHD2,8.211694790861587,0.731315586442391,0.3364762764442602,2.1734536359312657,0.029746191739136663,0.9992189175897813,,DDHD2,False,NK,0,TP1M,DRVI_leiden,16,3
CASC3,16.9072747533468,0.5677832378571055,0.2618323522518773,2.168499167402009,0.03012072790086111,0.9992189175897813,,CASC3,False,NK,0,TP1M,DRVI_leiden,16,3
HOTAIRM1,13.665206023220016,-0.7618072572842582,0.3518895802358178,-2.1649042770000047,0.03039501661249592,0.9992189175897813,,HOTAIRM1,False,NK,0,TP1M,DRVI_leiden,16,3
PAM,6.253752722673641,0.8179726393468146,0.3798586988337289,2.153360293862472,0.03129037359943673,0.9992189175897813,,PAM,False,NK,0,TP1M,DRVI_leiden,16,3
MBD2,19.863249369159277,-0.6259366711556482,0.29097160285407153,-2.1511950479565143,0.0314608077463453,0.9992189175897813,,MBD2,False,NK,0,TP1M,DRVI_leiden,16,3
SLC35E1,12.995655245774064,0.6683469303756929,0.3114760277564333,2.145741151220549,0.031893636071177,0.9992189175897813,,SLC35E1,False,NK,0,TP1M,DRVI_leiden,16,3
NDEL1,11.366046012801334,0.6673672546172807,0.3114047327956708,2.1430864220524737,0.032106159530718194,0.9992189175897813,,NDEL1,False,NK,0,TP1M,DRVI_leiden,16,3
SETBP1,6.635954514495412,0.8779208924339889,0.4104338568275138,2.13900699913004,0.032435101529890535,0.9992189175897813,,SETBP1,False,NK,0,TP1M,DRVI_leiden,16,3
SCFD1,21.03579833067614,-0.5776763064700848,0.27030035159484955,-2.1371644656088273,0.03258461712018488,0.9992189175897813,,SCFD1,False,NK,0,TP1M,DRVI_leiden,16,3
NRDE2,10.32228202297721,0.6443496834289069,0.3023018983972577,2.1314774629108055,0.03304982719200495,0.9992189175897813,,NRDE2,False,NK,0,TP1M,DRVI_leiden,16,3
MAP9,11.031057044848552,-0.960121339655953,0.45128440922698687,-2.12753048859047,0.03337603085517864,0.9992189175897813,,MAP9,False,NK,0,TP1M,DRVI_leiden,16,3
S100PBP,8.86103167204658,0.763335787899461,0.3594552217881033,2.1235907607692033,0.033704378801133,0.9992189175897813,,S100PBP,False,NK,0,TP1M,DRVI_leiden,16,3
UFD1,25.035500920926953,-0.531524661551698,0.2504807397019375,-2.122018092824989,0.033836218723210264,0.9992189175897813,,UFD1,False,NK,0,TP1M,DRVI_leiden,16,3
SAMSN1,28.364368610242824,0.6373091489142615,0.3004685965426689,2.1210507728509276,0.03391752993742468,0.9992189175897813,,SAMSN1,False,NK,0,TP1M,DRVI_leiden,16,3
ZNF600,9.26448330687357,0.7206516526441726,0.3402947292841423,2.1177279300216156,0.03419811603236152,0.9992189175897813,,ZNF600,False,NK,0,TP1M,DRVI_leiden,16,3
HLA-DRB1,23.715110453049043,-0.8153311321346833,0.38524177041484015,-2.116414144958138,0.03430960009228252,0.9992189175897813,,HLA-DRB1,False,NK,0,TP1M,DRVI_leiden,16,3
ASCL2,17.719438530411303,-0.8825315171199993,0.4171261913237697,-2.115742275303413,0.03436673296027268,0.9992189175897813,,ASCL2,False,NK,0,TP1M,DRVI_leiden,16,3
U2SURP,56.649109779843315,0.35492116399474677,0.16789940379365176,2.113891746935234,0.034524514296929515,0.9992189175897813,,U2SURP,False,NK,0,TP1M,DRVI_leiden,16,3
SLC39A6,7.1598765782126295,0.7451650155383452,0.3538222190779102,2.1060435873142915,0.03520056634574712,0.9992189175897813,,SLC39A6,False,NK,0,TP1M,DRVI_leiden,16,3
AMFR,6.567906750855866,-1.0988207390192273,0.522547551900935,-2.102814825219088,0.03548195957544912,0.9992189175897813,,AMFR,False,NK,0,TP1M,DRVI_leiden,16,3
CNST,11.209696822584327,-0.842949850270214,0.4011959008476016,-2.1010928787889513,0.03563281390211334,0.9992189175897813,,CNST,False,NK,0,TP1M,DRVI_leiden,16,3
PPM1G,34.666119301514605,-0.4601320391611134,0.219182676401307,-2.0993084248987186,0.035789721238099474,0.9992189175897813,,PPM1G,False,NK,0,TP1M,DRVI_leiden,16,3
CUTC,10.470782042569084,0.6450752732624057,0.3074941403291496,2.097845742920176,0.03591877422399221,0.9992189175897813,,CUTC,False,NK,0,TP1M,DRVI_leiden,16,3
RIC8A,13.088437234716917,0.5790098147007816,0.27611941471317425,2.096954374983889,0.035997614386699024,0.9992189175897813,,RIC8A,False,NK,0,TP1M,DRVI_leiden,16,3
TXNL4B,6.3096087493791275,0.8746837067376453,0.4188106902764538,2.0884942219604596,0.036753276073224636,0.9992189175897813,,TXNL4B,False,NK,0,TP1M,DRVI_leiden,16,3
PPIB,126.61248368395252,-0.27725124373550625,0.1331574256971724,-2.082131298978647,0.03733047835538474,0.9992189175897813,,PPIB,False,NK,0,TP1M,DRVI_leiden,16,3
MON2,15.647827364214821,0.5391408663015979,0.2589998973186842,2.0816257916821352,0.037376663676217406,0.9992189175897813,,MON2,False,NK,0,TP1M,DRVI_leiden,16,3
MAPK9,7.868443232826923,0.7001488860669133,0.3371696747000622,2.076547621578804,0.03784333150184153,0.9992189175897813,,MAPK9,False,NK,0,TP1M,DRVI_leiden,16,3
COPG1,5.814293436864571,0.8305470769956602,0.4006100756032892,2.07320566200168,0.038153143687069714,0.9992189175897813,,COPG1,False,NK,0,TP1M,DRVI_leiden,16,3
ZNF430,21.610315432597965,0.4512551851612769,0.21769334537145915,2.072893796506648,0.038182164494198895,0.9992189175897813,,ZNF430,False,NK,0,TP1M,DRVI_leiden,16,3
CASP1,15.368528617032496,-0.838413624915695,0.40536287923050446,-2.0683039021906633,0.03861145506612716,0.9992189175897813,,CASP1,False,NK,0,TP1M,DRVI_leiden,16,3
AIDA,13.682045972478935,-0.7163734243148142,0.34664417242649176,-2.0665958965940097,0.038772247797559396,0.9992189175897813,,AIDA,False,NK,0,TP1M,DRVI_leiden,16,3
MAT2B,33.64784858419414,0.4566988450105621,0.2214974828606834,2.0618692326080055,0.039220187480445284,0.9992189175897813,,MAT2B,False,NK,0,TP1M,DRVI_leiden,16,3
TAGLN2,100.45544514179376,0.40640255292971755,0.1977132712338487,2.0555147886306435,0.03982930875449987,0.9992189175897813,,TAGLN2,False,NK,0,TP1M,DRVI_leiden,16,3
BAZ2B,18.01116018010162,0.5980391539200791,0.2909820709345574,2.055243994928401,0.039855443710269375,0.9992189175897813,,BAZ2B,False,NK,0,TP1M,DRVI_leiden,16,3
TMEM127,6.167966777120289,0.818169243372216,0.3982507840751114,2.0544071125241192,0.03993630524767483,0.9992189175897813,,TMEM127,False,NK,0,TP1M,DRVI_leiden,16,3
IFNG,79.79950413335128,-1.0459635795264417,0.5098797246061673,-2.0513927678421564,0.04022871278794493,0.9992189175897813,,IFNG,False,NK,0,TP1M,DRVI_leiden,16,3
POLD2,5.489085922656909,-1.2908983707941522,0.6293054311561894,-2.0513065784645352,0.04023710024890879,0.9992189175897813,,POLD2,False,NK,0,TP1M,DRVI_leiden,16,3
CD3E,83.31301364236019,-0.6025121280901802,0.2943898723842908,-2.0466469284774598,0.04069276360691734,0.9992189175897813,,CD3E,False,NK,0,TP1M,DRVI_leiden,16,3
GNPNAT1,5.811100230057195,0.8173805892101996,0.4008174017089214,2.039284187076767,0.04142167289877748,0.9992189175897813,,GNPNAT1,False,NK,0,TP1M,DRVI_leiden,16,3
ANAPC1,8.10974399431297,-0.9189349119661996,0.4512454572657271,-2.036441358400339,0.04170605598292688,0.9992189175897813,,ANAPC1,False,NK,0,TP1M,DRVI_leiden,16,3
XRRA1,8.168484918529982,0.7104372847514694,0.34892224993178117,2.0360905184188427,0.04174126666145489,0.9992189175897813,,XRRA1,False,NK,0,TP1M,DRVI_leiden,16,3
P4HA1,7.517973655618516,0.6993100495871093,0.3435585684821156,2.035490055383418,0.041801588169960616,0.9992189175897813,,P4HA1,False,NK,0,TP1M,DRVI_leiden,16,3
LAT,26.06768159878018,-0.5735540975461387,0.28189021119520247,-2.03467192107982,0.041883895315672943,0.9992189175897813,,LAT,False,NK,0,TP1M,DRVI_leiden,16,3
STAT4,53.384622323546736,0.40609820717713213,0.1997768257447002,2.0327593336381025,0.042076843520606026,0.9992189175897813,,STAT4,False,NK,0,TP1M,DRVI_leiden,16,3
IPO9,6.85581201718673,0.7641300075555855,0.37621444048406283,2.0311022792543643,0.04224462030669228,0.9992189175897813,,IPO9,False,NK,0,TP1M,DRVI_leiden,16,3
DYNC1LI2,18.90147595314,0.4839829818893894,0.23854278976228005,2.028914738406903,0.04246697532538815,0.9992189175897813,,DYNC1LI2,False,NK,0,TP1M,DRVI_leiden,16,3
FLNA,108.2518057925607,0.2943875927775331,0.14510042566545117,2.028854094861747,0.0424731535803426,0.9992189175897813,,FLNA,False,NK,0,TP1M,DRVI_leiden,16,3
FAM120AOS,10.3656865672684,-0.8154496629598316,0.40195879706742704,-2.0286896789151325,0.04248990780497181,0.9992189175897813,,FAM120AOS,False,NK,0,TP1M,DRVI_leiden,16,3
ZMPSTE24,8.340513240997376,0.6963865555055753,0.34398262348611647,2.0244817847134136,0.04292060431428907,0.9992189175897813,,ZMPSTE24,False,NK,0,TP1M,DRVI_leiden,16,3
RPS25,765.8193948480288,-0.32832986420712224,0.1622016480371987,-2.0242079422758046,0.04294876073702289,0.9992189175897813,,RPS25,False,NK,0,TP1M,DRVI_leiden,16,3
U2AF1L4,9.000049195858614,0.6621704302524305,0.3276254624759143,2.021120169501815,0.043267326923021765,0.9992189175897813,,U2AF1L4,False,NK,0,TP1M,DRVI_leiden,16,3
AC103591.3,8.022086498833442,-0.9210937228123863,0.45638308622668844,-2.018246842642352,0.04356555984426791,0.9992189175897813,,AC103591.3,False,NK,0,TP1M,DRVI_leiden,16,3
ZNF669,7.252731001057841,0.7459110166450722,0.370137924136091,2.015224509582591,0.04388113055182115,0.9992189175897813,,ZNF669,False,NK,0,TP1M,DRVI_leiden,16,3
PLK3,11.879145343084037,-1.119787328921398,0.5562828370206788,-2.0129819839826766,0.044116524704161456,0.9992189175897813,,PLK3,False,NK,0,TP1M,DRVI_leiden,16,3
BNIP3L,27.259555259145706,0.4111155740127271,0.20450589411421136,2.010287164550521,0.044400804576555535,0.9992189175897813,,BNIP3L,False,NK,0,TP1M,DRVI_leiden,16,3
ARHGEF9,10.825472894531849,0.5766361563016352,0.2871498792343164,2.0081365098924384,0.04462878749251085,0.9992189175897813,,ARHGEF9,False,NK,0,TP1M,DRVI_leiden,16,3
TIPRL,17.62304659283468,0.5349247595950788,0.2664101290641415,2.0078994799266403,0.04465397446992392,0.9992189175897813,,TIPRL,False,NK,0,TP1M,DRVI_leiden,16,3
AC004687.1,61.00586072394729,0.5291264617340481,0.2635736657381706,2.007508831552515,0.044695511218140214,0.9992189175897813,,AC004687.1,False,NK,0,TP1M,DRVI_leiden,16,3
PHF20L1,32.79169009697191,0.4217860652391733,0.21013920261831576,2.0071745775360164,0.04473107755278569,0.9992189175897813,,PHF20L1,False,NK,0,TP1M,DRVI_leiden,16,3
FGD3,27.93096679417697,0.43608920259243933,0.21741849439365538,2.005759463143284,0.04488191754152099,0.9992189175897813,,FGD3,False,NK,0,TP1M,DRVI_leiden,16,3
PTGER4,60.756674777816265,-0.35649667012242064,0.1779209097106194,-2.0036805719026893,0.045104288726450704,0.9992189175897813,,PTGER4,False,NK,0,TP1M,DRVI_leiden,16,3
DCPS,6.364627580859977,0.7812116374958719,0.39019744311773963,2.0020931743013657,0.04527471150389472,0.9992189175897813,,DCPS,False,NK,0,TP1M,DRVI_leiden,16,3
LAX1,15.436693994797679,0.5337582644637942,0.2666101721461244,2.002017628086788,0.045282835647465186,0.9992189175897813,,LAX1,False,NK,0,TP1M,DRVI_leiden,16,3
HSP90B1,116.77366031606005,-0.30277678288751436,0.15131237916792217,-2.001004706637395,0.04539188267756902,0.9992189175897813,,HSP90B1,False,NK,0,TP1M,DRVI_leiden,16,3
HSBP1,14.980449953534688,0.5380593367556006,0.26893037799111474,2.0007384096019734,0.04542058785545003,0.9992189175897813,,HSBP1,False,NK,0,TP1M,DRVI_leiden,16,3
THAP11,10.095641608728252,-0.8982063913058191,0.44952317899299415,-1.9981314274337292,0.045702413352193,0.9992189175897813,,THAP11,False,NK,0,TP1M,DRVI_leiden,16,3
THAP9-AS1,13.310840846564629,0.5611759417288584,0.2808675677512121,1.9980090482570023,0.045715679168742265,0.9992189175897813,,THAP9-AS1,False,NK,0,TP1M,DRVI_leiden,16,3
SS18,14.294091597762034,0.5615127353714606,0.2821475074125151,1.9901389188971224,0.04657563461478005,0.9992189175897813,,SS18,False,NK,0,TP1M,DRVI_leiden,16,3
FLT3LG,5.886008415166234,-1.1188409036003357,0.5628557250567765,-1.987793414533495,0.04683454237418244,0.9992189175897813,,FLT3LG,False,NK,0,TP1M,DRVI_leiden,16,3
CD79B,7.134404398721056,-1.0906344043774143,0.5491103157056855,-1.9861845118968358,0.04701283996785197,0.9992189175897813,,CD79B,False,NK,0,TP1M,DRVI_leiden,16,3
CCT8,21.016569271213154,0.4766974896549952,0.24024712813577254,1.98419641206115,0.047233948383915446,0.9992189175897813,,CCT8,False,NK,0,TP1M,DRVI_leiden,16,3
UBE2K,30.693626359759666,0.40191072787628684,0.202698790120401,1.9827978629648255,0.04739001283309079,0.9992189175897813,,UBE2K,False,NK,0,TP1M,DRVI_leiden,16,3
JUN,521.9052765751503,-0.7929412733526743,0.4002431103008165,-1.98114908900421,0.047574556624254666,0.9992189175897813,,JUN,False,NK,0,TP1M,DRVI_leiden,16,3
TAPBPL,6.7903588529221794,-1.0687751210857794,0.5395097118209133,-1.9810118292004952,0.04758994702927148,0.9992189175897813,,TAPBPL,False,NK,0,TP1M,DRVI_leiden,16,3
MCM6,6.5431964951538015,0.8044323654062496,0.40698042557091774,1.976587361118857,0.04808829195006425,0.9992189175897813,,MCM6,False,NK,0,TP1M,DRVI_leiden,16,3
FOS,814.8269198523336,-0.4714650026914472,0.23918907642848997,-1.9710975506542432,0.0487127188530769,0.9992189175897813,,FOS,False,NK,0,TP1M,DRVI_leiden,16,3
TUFM,30.466679258723275,-0.5541127873565577,0.28115070302490625,-1.9708746284282652,0.048738217834800084,0.9992189175897813,,TUFM,False,NK,0,TP1M,DRVI_leiden,16,3
JOSD1,53.783153174687406,0.35942451075334614,0.1824870347176562,1.9695892988203105,0.04888545907319046,0.9992189175897813,,JOSD1,False,NK,0,TP1M,DRVI_leiden,16,3
SVBP,9.657238371726745,-0.9940740568180527,0.5049805177886983,-1.968539422413932,0.0490060048148074,0.9992189175897813,,SVBP,False,NK,0,TP1M,DRVI_leiden,16,3
ABCB1,10.493583799268098,0.6958960184870069,0.3539212182207673,1.9662455446593887,0.04927025377548599,0.9992189175897813,,ABCB1,False,NK,0,TP1M,DRVI_leiden,16,3
PTPRE,49.31397913224806,0.3757034145595885,0.19120244422902516,1.9649508983764103,0.04941992087024738,0.9992189175897813,,PTPRE,False,NK,0,TP1M,DRVI_leiden,16,3
IMMP1L,7.671830575619182,-0.9973514914932636,0.5076912929951558,-1.9644841368252104,0.0494739741240211,0.9992189175897813,,IMMP1L,False,NK,0,TP1M,DRVI_leiden,16,3
OXR1,8.310994899155022,0.7156171977345901,0.3647948987810551,1.961697381530803,0.04979772688059981,0.9992189175897813,,OXR1,False,NK,0,TP1M,DRVI_leiden,16,3
HMG20B,6.748022157946019,0.7916535614180895,0.40366933130756916,1.9611436887061955,0.04986226354423036,0.9992189175897813,,HMG20B,False,NK,0,TP1M,DRVI_leiden,16,3
PREX1,48.822258428281565,-0.448368399714443,0.22863405687635363,-1.961074416647047,0.04987034260745026,0.9992189175897813,,PREX1,False,NK,0,TP1M,DRVI_leiden,16,3
DNM2,16.29560756912992,-0.5933378706913273,0.30260204715322614,-1.9607860431654105,0.04990398683256552,0.9992189175897813,,DNM2,False,NK,0,TP1M,DRVI_leiden,16,3
