variable,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,gene,significant,cell_type,cluster_id,timepoint,grouping,n_sterile,n_infection
H3F3A,1609.1021696222485,0.3169727070106107,0.08310898270886441,3.8139404030606956,0.00013676846328069538,0.6995859743593833,,H3F3A,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
NKG7,32.14491142273844,1.1381471446782319,0.31507011149400976,3.6123615130655473,0.0003034211578333122,0.6995859743593833,,NKG7,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
MIR4435-2HG,27.07534571419706,0.985676857436091,0.27293945534549446,3.6113388450504282,0.00030462035044489264,0.6995859743593833,,MIR4435-2HG,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
MCEMP1,61.739626705297134,0.9488069343258597,0.2677122296220318,3.54412996248034,0.00039391102159875186,0.6995859743593833,,MCEMP1,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
SQLE,17.154466384399903,-1.4154738782345202,0.41557533953491577,-3.4060584052427756,0.0006590807789345033,0.8923360223606486,,SQLE,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
CAMK1,20.06858123724034,-0.8902164486719137,0.2642160320439464,-3.369274914112124,0.0007536621810478451,0.8923360223606486,,CAMK1,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
G0S2,150.02498371742882,-1.8537105547716934,0.5605788943987841,-3.306779069447097,0.0009437529291805956,0.8949391598034435,,G0S2,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
TIAM1,26.79767236289783,-0.9614462844122542,0.2923807808945405,-3.2883361261663793,0.001007814369148022,0.8949391598034435,,TIAM1,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
EYA3,6.185454930588197,1.1060557834311948,0.34014721288798877,3.251697328460608,0.0011471811291415132,0.9055083046023678,,EYA3,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
SPN,32.18251600587618,-1.0619390946483311,0.33330357397686944,-3.1861017329565975,0.0014420387980553305,0.9217608990397983,,SPN,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
NSMCE1,20.176733290120726,-0.855865347012079,0.27206352915274534,-3.145829026321158,0.0016561679139210053,0.9217608990397983,,NSMCE1,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
S100P,11.277621279354225,1.688193777449792,0.537672995147125,3.139815078471343,0.001690545111750611,0.9217608990397983,,S100P,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
CLPP,14.432960541086555,0.8725029959249799,0.2784139379943972,3.1338337520391604,0.001725385794624301,0.9217608990397983,,CLPP,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
S100A12,1156.3481910583005,0.7524099645924825,0.2412578799334889,3.1186959149268425,0.0018165333032878906,0.9217608990397983,,S100A12,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
PTGER2,46.5985888947489,-0.7857603986163934,0.25897465729909824,-3.0341208163426323,0.0024123780000082666,0.9993487226821844,,PTGER2,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
NUDT15,7.334081514156617,-1.3704879559333312,0.4628695508170898,-2.960851396498321,0.0030678992546228374,0.9993487226821844,,NUDT15,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
AHNAK,333.9625660847892,-0.4537274925604156,0.15350315522901836,-2.9558186728049916,0.0031184036487922366,0.9993487226821844,,AHNAK,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
FXYD5,156.20901211863065,-0.3565038465882415,0.12209119648890683,-2.919979956299579,0.0035005389941260116,0.9993487226821844,,FXYD5,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
LGALS2,140.77161726213424,-2.2371851033353276,0.7763476791819022,-2.881679385829843,0.003955620010161795,0.9993487226821844,,LGALS2,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
SMIM15,17.531793313790224,0.6713883075234521,0.23320480654458114,2.878964278101638,0.003989835240316116,0.9993487226821844,,SMIM15,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
C3orf38,12.322327038027693,0.735027897924834,0.2564429011834625,2.8662438871684173,0.004153741061359129,0.9993487226821844,,C3orf38,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
NHP2,34.78842996379289,-0.6141243905674291,0.21551143432089728,-2.849613954371422,0.004377232232971766,0.9993487226821844,,NHP2,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
AL139246.5,17.811257697937,0.9680610976398346,0.34114268965255523,2.837701428178863,0.004543966572003977,0.9993487226821844,,AL139246.5,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
CHD2,59.04909863188263,-0.5407263061283006,0.19064743302668252,-2.8362632401802226,0.00456448070654811,0.9993487226821844,,CHD2,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
GZF1,28.721268189298712,0.5896517026817095,0.20865856868214921,2.825916550687786,0.004714554455355968,0.9993487226821844,,GZF1,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
ZDHHC1,10.68232491030171,-1.5254317418778693,0.5398635927937061,-2.825587356213463,0.004719401747902143,0.9993487226821844,,ZDHHC1,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
PF4,32.391589612779235,-1.8038870888156717,0.6397618075736883,-2.8196229713320276,0.0048080104638498255,0.9993487226821844,,PF4,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
TNPO3,17.118614275190854,0.6453109478104743,0.2301299332500738,2.804115651957533,0.005045480332152918,0.9993487226821844,,TNPO3,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
ATP2B1,212.91649246717787,-0.6792987604285297,0.24274881034430434,-2.798360821892564,0.005136269960879791,0.9993487226821844,,ATP2B1,False,Monocytes - CD14,0,TP2M,Harmony_leiden,19,3
