variable,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,gene,significant,cell_type,cluster_id,timepoint,grouping,n_sterile,n_infection
ZMAT2,47.925754686848045,-0.39204062229851006,0.17169807044945787,-2.2833140831009726,0.022411874048500917,0.99998751526102,,ZMAT2,False,NK,0,TP4M,DRVI_leiden,11,4
SF3B3,13.05614080244078,0.6305810567805472,0.27676534913127754,2.278395972472136,0.022702996149678887,0.99998751526102,,SF3B3,False,NK,0,TP4M,DRVI_leiden,11,4
PIP4K2A,129.38746177228842,0.28101876404285653,0.12350339606512956,2.275393009392723,0.02288236435955873,0.99998751526102,,PIP4K2A,False,NK,0,TP4M,DRVI_leiden,11,4
DDX18,71.72997306459077,-0.3585696704573505,0.15777302956751502,-2.272693066997928,0.023044682747003244,0.99998751526102,,DDX18,False,NK,0,TP4M,DRVI_leiden,11,4
UNC50,17.01680619609593,-0.6600984305200316,0.2905013148211509,-2.2722734694898907,0.023069998187687072,0.99998751526102,,UNC50,False,NK,0,TP4M,DRVI_leiden,11,4
GNL3,30.551370513164866,-0.5442685469250348,0.2397052016727206,-2.2705746188526486,0.023172741396710658,0.99998751526102,,GNL3,False,NK,0,TP4M,DRVI_leiden,11,4
RTCB,14.094973623350045,-0.6955839863494303,0.3063476483547141,-2.270570673824879,0.023172980446020643,0.99998751526102,,RTCB,False,NK,0,TP4M,DRVI_leiden,11,4
TNFSF10,16.723323961287402,-0.648961690782314,0.28644290467596334,-2.2655882906802933,0.023476602675835113,0.99998751526102,,TNFSF10,False,NK,0,TP4M,DRVI_leiden,11,4
AP2A2,13.22544233503937,-0.7065155546149136,0.3118861083549607,-2.2652998504531694,0.023494285223096767,0.99998751526102,,AP2A2,False,NK,0,TP4M,DRVI_leiden,11,4
TTC21B,13.929708913509748,-0.6682376156280674,0.29779528786990794,-2.243949595065411,0.024835644627287868,0.99998751526102,,TTC21B,False,NK,0,TP4M,DRVI_leiden,11,4
MTF2,34.95055965274755,0.3996665845829259,0.17830600344307193,2.2414645433434788,0.0249959997603263,0.99998751526102,,MTF2,False,NK,0,TP4M,DRVI_leiden,11,4
SLFN11,9.53166411251106,-0.9068028434026676,0.405022487096622,-2.2388950546993733,0.02516274533966826,0.99998751526102,,SLFN11,False,NK,0,TP4M,DRVI_leiden,11,4
GNA13,32.69091755363785,0.4241987475737361,0.18965759171827934,2.2366557738635016,0.025308846625562577,0.99998751526102,,GNA13,False,NK,0,TP4M,DRVI_leiden,11,4
AKIRIN2,38.48611022661244,0.41672125744598243,0.1864246264928574,2.2353337393541644,0.025395446623070632,0.99998751526102,,AKIRIN2,False,NK,0,TP4M,DRVI_leiden,11,4
GALNT3,16.342846970295355,-0.6292225525939744,0.2819959164198285,-2.231317958722507,0.025660074920241225,0.99998751526102,,GALNT3,False,NK,0,TP4M,DRVI_leiden,11,4
FAM104A,12.916393005871292,-0.7300136198246099,0.3273568558600996,-2.2300239226900174,0.02574585474381845,0.99998751526102,,FAM104A,False,NK,0,TP4M,DRVI_leiden,11,4
PDPK1,17.119901395554795,-0.606298334284714,0.27245409777909196,-2.2253228680609003,0.02605957135606442,0.99998751526102,,PDPK1,False,NK,0,TP4M,DRVI_leiden,11,4
SEC61A2,7.39644234364773,-0.992307423929691,0.44620764754762604,-2.2238691546042517,0.0261572489165035,0.99998751526102,,SEC61A2,False,NK,0,TP4M,DRVI_leiden,11,4
NORAD,51.79564266620422,0.33423461383289554,0.15031872444606476,2.223506187034077,0.026181686658301537,0.99998751526102,,NORAD,False,NK,0,TP4M,DRVI_leiden,11,4
KIAA1468,13.908154173784558,0.5909225864025355,0.2664909323016176,2.2174209880196685,0.02659433681282497,0.99998751526102,,KIAA1468,False,NK,0,TP4M,DRVI_leiden,11,4
OPA3,6.582788641924821,0.9399038287231967,0.4242057783983278,2.215678985496115,0.026713495108664432,0.99998751526102,,OPA3,False,NK,0,TP4M,DRVI_leiden,11,4
PNPLA2,25.794678064186517,0.4588295646588998,0.2074839673933546,2.2113976825449666,0.027008310190250177,0.99998751526102,,PNPLA2,False,NK,0,TP4M,DRVI_leiden,11,4
SAMM50,13.174604234022699,-0.7042584465815178,0.3189851431023679,-2.2078095541757223,0.027257551777197513,0.99998751526102,,SAMM50,False,NK,0,TP4M,DRVI_leiden,11,4
MARS,15.087751522075141,-0.6396718653404819,0.29107270428023907,-2.197636040528962,0.027975052760917298,0.99998751526102,,MARS,False,NK,0,TP4M,DRVI_leiden,11,4
TPMT,15.113458413008791,0.5401224848403661,0.24602704156851943,2.1953785299244837,0.028136455917830715,0.99998751526102,,TPMT,False,NK,0,TP4M,DRVI_leiden,11,4
CHIC2,44.82970788118412,0.4091984252587497,0.1868034070734748,2.190529774961765,0.028485837842401787,0.99998751526102,,CHIC2,False,NK,0,TP4M,DRVI_leiden,11,4
IKZF3,70.61320015928162,-0.403533960742862,0.18426234647734624,-2.1899968629373427,0.028524464333628916,0.99998751526102,,IKZF3,False,NK,0,TP4M,DRVI_leiden,11,4
ZBTB16,17.52026442005646,-0.7151525643129862,0.32714192338676895,-2.1860621130709847,0.028811061366621607,0.99998751526102,,ZBTB16,False,NK,0,TP4M,DRVI_leiden,11,4
SORL1,81.78386060355972,0.32832100117990554,0.15035219413595832,2.183679480480452,0.02898580861352471,0.99998751526102,,SORL1,False,NK,0,TP4M,DRVI_leiden,11,4
ARHGAP15,48.83987422056631,-0.3877349686176995,0.1776505960065174,-2.182570603948184,0.029067446546103742,0.99998751526102,,ARHGAP15,False,NK,0,TP4M,DRVI_leiden,11,4
DYNLT1,42.09149178702948,0.5190056748770605,0.23785288668259813,2.182044885457479,0.029106220201255927,0.99998751526102,,DYNLT1,False,NK,0,TP4M,DRVI_leiden,11,4
ATF5,13.135828725444945,0.5880902254006791,0.27038713266591974,2.1749933867130484,0.029630611970485044,0.99998751526102,,ATF5,False,NK,0,TP4M,DRVI_leiden,11,4
CHMP7,9.020966623955365,-0.8960015181664217,0.41207450572633536,-2.174367755624924,0.029677527643364163,0.99998751526102,,CHMP7,False,NK,0,TP4M,DRVI_leiden,11,4
UBR5,23.448177061294224,-0.5643691015100603,0.25964720065123237,-2.1735997926977135,0.02973520400853746,0.99998751526102,,UBR5,False,NK,0,TP4M,DRVI_leiden,11,4
TSN,30.031482072441804,0.3987723705816474,0.18361904678624086,2.1717375052375485,0.029875467885540963,0.99998751526102,,TSN,False,NK,0,TP4M,DRVI_leiden,11,4
ARIH2,55.27358935607859,0.3139013486625128,0.1446045228005536,2.1707574741314457,0.02994951009119916,0.99998751526102,,ARIH2,False,NK,0,TP4M,DRVI_leiden,11,4
GCC2,104.42571033226696,-0.31996373927245536,0.14744599024197869,-2.170040288971927,0.030003793960885542,0.99998751526102,,GCC2,False,NK,0,TP4M,DRVI_leiden,11,4
RABGEF1,9.83524506307018,0.6615040027207694,0.30590755940088304,2.1624310429474787,0.030584966943162435,0.99998751526102,,RABGEF1,False,NK,0,TP4M,DRVI_leiden,11,4
NRBF2,54.03619331730944,0.37609214967829335,0.17401358007914797,2.1612804558542638,0.030673681706465526,0.99998751526102,,NRBF2,False,NK,0,TP4M,DRVI_leiden,11,4
GNPNAT1,11.669965545547164,0.6647926187385099,0.30796171349747825,2.1586859327042727,0.03087454087273808,0.99998751526102,,GNPNAT1,False,NK,0,TP4M,DRVI_leiden,11,4
MRPS30,25.05140293272266,-0.5246928890803495,0.2437258662557837,-2.152799360777319,0.031334450416066605,0.99998751526102,,MRPS30,False,NK,0,TP4M,DRVI_leiden,11,4
MRPL35,9.178757649730551,-0.8981286531972208,0.4178610566751162,-2.1493475853996826,0.031606857038277536,0.99998751526102,,MRPL35,False,NK,0,TP4M,DRVI_leiden,11,4
CCND3,119.45238449317338,0.2722719472466512,0.12671013266302902,2.1487780142313246,0.03165200102014281,0.99998751526102,,CCND3,False,NK,0,TP4M,DRVI_leiden,11,4
CENPF,6.046444933654167,-1.0315947431168788,0.48162783405938486,-2.1418918720334648,0.032202184075014295,0.99998751526102,,CENPF,False,NK,0,TP4M,DRVI_leiden,11,4
DPY30,25.47912739194975,-0.5312456580627412,0.2481054278269811,-2.14120933473979,0.03225716060638657,0.99998751526102,,DPY30,False,NK,0,TP4M,DRVI_leiden,11,4
LAIR1,19.181634980012575,0.763937629611396,0.35680317567605124,2.1410617440944257,0.03226905920326036,0.99998751526102,,LAIR1,False,NK,0,TP4M,DRVI_leiden,11,4
KNOP1,10.457810549991253,-0.7355628721591596,0.34376000395532313,-2.13975699236598,0.0323744105395905,0.99998751526102,,KNOP1,False,NK,0,TP4M,DRVI_leiden,11,4
CXorf38,19.147934115298483,-0.6526544420320699,0.30515667941499,-2.138751946322333,0.032455763122976274,0.99998751526102,,CXorf38,False,NK,0,TP4M,DRVI_leiden,11,4
WASHC2C,12.229767942521395,-0.7148662710327713,0.33464406500010263,-2.1361988626110913,0.03266320812837768,0.99998751526102,,WASHC2C,False,NK,0,TP4M,DRVI_leiden,11,4
TEX30,7.579694522802416,0.731794094010395,0.34316360076713054,2.132493342459673,0.0329663112122363,0.99998751526102,,TEX30,False,NK,0,TP4M,DRVI_leiden,11,4
RAMP1,10.55704784144192,0.7506264174883243,0.3529672136307107,2.1266179647882577,0.03345183860717105,0.99998751526102,,RAMP1,False,NK,0,TP4M,DRVI_leiden,11,4
FBXW11,21.817708247941336,-0.5153372968107753,0.24406074606371786,-2.111512421076654,0.03472829142563955,0.99998751526102,,FBXW11,False,NK,0,TP4M,DRVI_leiden,11,4
NSMCE4A,18.817279629370862,-0.6094771857473187,0.2899751195072148,-2.1018257938235094,0.03556853876841467,0.99998751526102,,NSMCE4A,False,NK,0,TP4M,DRVI_leiden,11,4
PELI2,12.234352315926238,0.7511190484361407,0.3581827325156315,2.097027523244329,0.03599113897962468,0.99998751526102,,PELI2,False,NK,0,TP4M,DRVI_leiden,11,4
CEPT1,7.708480546208938,-0.8476430940441849,0.40711724907636626,-2.0820613618490666,0.03733686521550148,0.99998751526102,,CEPT1,False,NK,0,TP4M,DRVI_leiden,11,4
EXT1,4.66018301603846,-1.1799349530783487,0.5692546715218472,-2.0727716646117407,0.03819353465501456,0.99998751526102,,EXT1,False,NK,0,TP4M,DRVI_leiden,11,4
CEP295,10.804083846387316,-0.7568682633811172,0.36522008990778304,-2.0723620750770424,0.03823168739126956,0.99998751526102,,CEP295,False,NK,0,TP4M,DRVI_leiden,11,4
EIF1B,66.66322697913792,0.32011759316007765,0.15465387874581987,2.069896958007787,0.03846199487942319,0.99998751526102,,EIF1B,False,NK,0,TP4M,DRVI_leiden,11,4
ING3,35.692653073847744,0.39406368879358805,0.19068932450504958,2.0665220238018778,0.038779215045260204,0.99998751526102,,ING3,False,NK,0,TP4M,DRVI_leiden,11,4
IPO8,9.969841461467462,-0.811797234607859,0.3948976802342439,-2.0557153795543197,0.03980995861566435,0.99998751526102,,IPO8,False,NK,0,TP4M,DRVI_leiden,11,4
SLC7A6OS,13.978363401813647,-0.6436017999932805,0.31331686714276935,-2.05415624719626,0.03996057154141198,0.99998751526102,,SLC7A6OS,False,NK,0,TP4M,DRVI_leiden,11,4
SAMD9L,28.84444351480585,-0.5198122045434005,0.2532723830985644,-2.05238407039866,0.04013235140509502,0.99998751526102,,SAMD9L,False,NK,0,TP4M,DRVI_leiden,11,4
AL133453.1,16.402133645063664,-0.5808160945501949,0.2830788583077516,-2.0517819593533746,0.04019085734200881,0.99998751526102,,AL133453.1,False,NK,0,TP4M,DRVI_leiden,11,4
SCML4,23.103728409874876,-0.5693078243901678,0.2777370019258954,-2.0498090655636445,0.04038306661136112,0.99998751526102,,SCML4,False,NK,0,TP4M,DRVI_leiden,11,4
TKTL1,9.103381434824197,1.4147857986838595,0.6925497088914286,2.042865343122476,0.041065769911582575,0.99998751526102,,TKTL1,False,NK,0,TP4M,DRVI_leiden,11,4
NAMPT,49.03597745399062,0.3341761586753077,0.16376333645423272,2.0406042396962314,0.041290180432666995,0.99998751526102,,NAMPT,False,NK,0,TP4M,DRVI_leiden,11,4
PSMB1,104.40778558330943,-0.25756423344920515,0.12635371344710083,-2.038438178210226,0.04150613146897028,0.99998751526102,,PSMB1,False,NK,0,TP4M,DRVI_leiden,11,4
DNAJC19,41.62373859612381,-0.3717212035239853,0.18250964344317938,-2.0367208905304395,0.04167801983819553,0.99998751526102,,DNAJC19,False,NK,0,TP4M,DRVI_leiden,11,4
WHRN,13.458197768605556,0.8198015498003146,0.40289657335458173,2.034769228674533,0.04187409865303598,0.99998751526102,,WHRN,False,NK,0,TP4M,DRVI_leiden,11,4
CRYBG1,31.384465188111314,0.5290781673831374,0.260317720154351,2.032432394803663,0.042109901361793795,0.99998751526102,,CRYBG1,False,NK,0,TP4M,DRVI_leiden,11,4
MAFF,43.04323386826899,0.4894830393605881,0.24100659049395895,2.0309944153699706,0.04225556111912539,0.99998751526102,,MAFF,False,NK,0,TP4M,DRVI_leiden,11,4
RPA3,28.193100434400524,-0.5313178315056389,0.26168551482374897,-2.0303677559818065,0.042319171648640866,0.99998751526102,,RPA3,False,NK,0,TP4M,DRVI_leiden,11,4
TSPYL1,40.675961942290996,-0.42552850331053915,0.20960344456841534,-2.0301598773184524,0.04234029074412795,0.99998751526102,,TSPYL1,False,NK,0,TP4M,DRVI_leiden,11,4
ORMDL3,14.855140783267265,-0.6963038198590615,0.3436882239160901,-2.025975204867831,0.04276732560682161,0.99998751526102,,ORMDL3,False,NK,0,TP4M,DRVI_leiden,11,4
GIMAP7,122.5804226489153,-0.45260444716455295,0.22353949350023164,-2.0247180490461476,0.042896324204814006,0.99998751526102,,GIMAP7,False,NK,0,TP4M,DRVI_leiden,11,4
CPSF6,19.66281500773783,0.4483470264619994,0.2214771849155675,2.0243485875663456,0.04293429766774866,0.99998751526102,,CPSF6,False,NK,0,TP4M,DRVI_leiden,11,4
HIST1H2BN,7.753041415545366,0.725504361588596,0.35897881786792507,2.0210227608903724,0.043277408990360776,0.99998751526102,,HIST1H2BN,False,NK,0,TP4M,DRVI_leiden,11,4
MANBA,11.035508003449332,-0.7118981725567428,0.3525159932174515,-2.019477658472092,0.043437597126654355,0.99998751526102,,MANBA,False,NK,0,TP4M,DRVI_leiden,11,4
ACD,8.964481644855388,-0.7921025873350853,0.392592932387196,-2.017618051651199,0.04363105537657784,0.99998751526102,,ACD,False,NK,0,TP4M,DRVI_leiden,11,4
ANKRD13D,48.78511427127468,0.36027885906496726,0.17857996036527554,2.0174652202186434,0.04364698701691187,0.99998751526102,,ANKRD13D,False,NK,0,TP4M,DRVI_leiden,11,4
GBP1,18.099886827177993,-0.9113808894690651,0.452395488892934,-2.0145667051175145,0.04395006901508292,0.99998751526102,,GBP1,False,NK,0,TP4M,DRVI_leiden,11,4
NAA38,56.571584840483844,-0.3033963518866172,0.15070611412118867,-2.013165515253378,0.04409721976928211,0.99998751526102,,NAA38,False,NK,0,TP4M,DRVI_leiden,11,4
ZHX1,16.41315722026116,0.5067592617447412,0.2517548917901567,2.012907308935773,0.04412438152118363,0.99998751526102,,ZHX1,False,NK,0,TP4M,DRVI_leiden,11,4
CCDC32,12.271553666902296,0.5698640620845028,0.28437127467207174,2.003943832729423,0.04507607743617099,0.99998751526102,,CCDC32,False,NK,0,TP4M,DRVI_leiden,11,4
CCDC107,53.22485818076298,-0.46959309164552027,0.23456626020815577,-2.0019635016084583,0.0452886570955118,0.99998751526102,,CCDC107,False,NK,0,TP4M,DRVI_leiden,11,4
FNBP4,64.83884550233473,-0.35040734876892304,0.17519072383326406,-2.0001478451702703,0.04548430164919958,0.99998751526102,,FNBP4,False,NK,0,TP4M,DRVI_leiden,11,4
ZFAS1,263.64539429922405,-0.43812612939809553,0.21968552953222972,-1.9943331284995662,0.046115661140390986,0.99998751526102,,ZFAS1,False,NK,0,TP4M,DRVI_leiden,11,4
LINC00324,7.767300563689444,0.6868646268583674,0.34571692301080786,1.9867833511780228,0.046946410368104194,0.99998751526102,,LINC00324,False,NK,0,TP4M,DRVI_leiden,11,4
UBE2F,40.7958943647147,0.3660580593933738,0.18436990813199822,1.985454476287407,0.04709393019856931,0.99998751526102,,UBE2F,False,NK,0,TP4M,DRVI_leiden,11,4
PARG,10.609704496088435,0.5920954940291364,0.2982435699882254,1.985274968551752,0.0471138874072084,0.99998751526102,,PARG,False,NK,0,TP4M,DRVI_leiden,11,4
FIBP,28.83605824104296,-0.42986176102380713,0.21664969205014792,-1.9841328042336057,0.04724103700326219,0.99998751526102,,FIBP,False,NK,0,TP4M,DRVI_leiden,11,4
USP38,17.342812687342533,0.4934557306811114,0.24982686051231354,1.9751908568566023,0.04824649311758142,0.99998751526102,,USP38,False,NK,0,TP4M,DRVI_leiden,11,4
PANK2,17.59777548890274,0.5257906748464942,0.2662018227713631,1.9751580562920794,0.04825021413565613,0.99998751526102,,PANK2,False,NK,0,TP4M,DRVI_leiden,11,4
TXNIP,823.3821305473979,0.36712962584691805,0.18601468802376764,1.9736593370519686,0.04842049177036999,0.99998751526102,,TXNIP,False,NK,0,TP4M,DRVI_leiden,11,4
SMARCE1,31.21482017443153,-0.42319295946419055,0.21484522152299568,-1.9697573744682733,0.04886618393116595,0.99998751526102,,SMARCE1,False,NK,0,TP4M,DRVI_leiden,11,4
LEO1,18.6283535219158,-0.5379291537339043,0.2731989302291773,-1.9690016841671147,0.04895289768326739,0.99998751526102,,LEO1,False,NK,0,TP4M,DRVI_leiden,11,4
ITK,35.48276117635705,-0.47565425161651137,0.24169964413730619,-1.9679559451328728,0.049073106873946365,0.99998751526102,,ITK,False,NK,0,TP4M,DRVI_leiden,11,4
NKTR,94.06299412513094,-0.27696592456856006,0.14073986021799834,-1.9679280918678976,0.04907631203053619,0.99998751526102,,NKTR,False,NK,0,TP4M,DRVI_leiden,11,4
SNAP47,9.146006908901006,0.7172078513991464,0.36503645558046,1.9647567809595448,0.04944239458883613,0.99998751526102,,SNAP47,False,NK,0,TP4M,DRVI_leiden,11,4
PCBP2,157.14727479482332,0.2030085312982277,0.10421187072027693,1.9480365326435647,0.051410591996783765,0.99998751526102,,PCBP2,False,NK,0,TP4M,DRVI_leiden,11,4
CYTIP,77.67600984781888,0.2875495035980862,0.14776904561702933,1.9459386937053353,0.051662104271150935,0.99998751526102,,CYTIP,False,NK,0,TP4M,DRVI_leiden,11,4
ACTN1,6.530330039908662,-1.033280363117494,0.5311911561487547,-1.9452137919783707,0.051749252578249874,0.99998751526102,,ACTN1,False,NK,0,TP4M,DRVI_leiden,11,4
CHD4,70.46664536627307,0.270915646185545,0.1392859342323798,1.9450323371027451,0.05177108647778894,0.99998751526102,,CHD4,False,NK,0,TP4M,DRVI_leiden,11,4
