gene,cluster,timepoint,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
KCNAB2,0,TP4M,24.674965668403477,-0.23391768663296933,0.12421037129445635,-1.8832379631040468,0.05966812641921675,0.2804684729032188
RPL22,0,TP4M,2192.1843848745684,0.13757680367552375,0.041495009858871376,3.3155023735007183,0.0009147856424314967,0.021844687925661476
TNFRSF25,0,TP4M,61.4776833314124,0.016588115492077702,0.10458692690934197,0.15860601302930155,0.8739792910573168,0.9588635629100075
NOL9,0,TP4M,17.857303683346597,-0.012986557272751317,0.1867644475911125,-0.0695344185697648,0.9445642368866236,0.9830207871397201
CAMTA1,0,TP4M,37.590263836957305,0.186612665161561,0.10225459476938963,1.824980731500824,0.06800393710633258,0.30124767494482574
VAMP3,0,TP4M,12.44059950186852,0.02442424303095322,0.1741423429667313,0.14025447582050338,0.8884589317401176,
PARK7,0,TP4M,141.847180413224,0.046878191065556414,0.08354632098095424,0.5611041936393952,0.5747265094799661,0.8176901755244392
RERE,0,TP4M,26.837791295319576,-0.10771565936275318,0.11699958120951293,-0.9206499565999737,0.3572332112688724,0.6657344963105367
ENO1,0,TP4M,156.14285419550924,0.03719266830451668,0.08256256209916817,0.45047861111484816,0.652365373326905,0.8643013321742244
SPSB1,0,TP4M,9.444714226482585,0.6413618256711872,0.25706141395282966,2.4949750948964904,0.012596597103797715,
SLC25A33,0,TP4M,15.717222399753512,0.5591731651206641,0.1623035653061809,3.4452303254447947,0.0005705729835712317,0.016261330031780104
PIK3CD,0,TP4M,24.207391352823127,0.047761480038552635,0.13053103438282493,0.36590133729023006,0.7144386984454373,0.8979757400806886
CLSTN1,0,TP4M,30.96137108666718,-0.3192285445766237,0.11598132132528927,-2.752413413891821,0.0059157787873370185,0.0735246792140458
LZIC,0,TP4M,22.309306406257132,-0.12486758755872317,0.14792776544499808,-0.8441119027458772,0.39860687703393105,0.6977379114759139
UBE4B,0,TP4M,11.16480461383986,0.013483530087531708,0.2067980559389976,0.06520143541150673,0.9480136182697502,
DFFA,0,TP4M,10.06957157694494,-0.3703284167323636,0.19996580556814533,-1.8519587170425558,0.06403175125083756,
TARDBP,0,TP4M,19.47724306630481,-0.1857389506104702,0.13590806656253285,-1.3666514086197348,0.1717345952811684,0.48415682660563625
SRM,0,TP4M,38.51235725092311,-0.02690289283270752,0.12018078964080854,-0.22385352029316657,0.8228712833426752,0.9400995798981445
EXOSC10,0,TP4M,17.334205735049714,-0.3704877487672898,0.17866002245974152,-2.0737025758002123,0.03810694186402451,0.21696018909724174
MTOR,0,TP4M,14.029115140204874,-0.2123760134571436,0.17935421711902655,-1.1841149701888665,0.2363675549403631,0.5533722274559045
UBIAD1,0,TP4M,10.86867176301326,-0.19609721792253107,0.17434447783560875,-1.1247687357636484,0.2606870460035302,
MAD2L2,0,TP4M,13.671035755161633,0.11997618049179978,0.1992379974141007,0.6021751977482418,0.54705752340743,
AGTRAP,0,TP4M,14.976235930801344,-0.2567333450226018,0.183261898411247,-1.4009095575692554,0.161241120348379,0.47034983282800674
KIAA2013,0,TP4M,10.285190401930436,0.026943746190931712,0.19394230880509433,0.138926603261227,0.8895081484529492,
MIIP,0,TP4M,9.910513859813845,-0.17690240748346056,0.1924282684070823,-0.9193161116495796,0.35793025296765535,
TNFRSF1B,0,TP4M,43.642837833970916,-0.08473181952175521,0.11275140202198264,-0.7514923806023752,0.45235638459461947,0.7391220135765133
VPS13D,0,TP4M,18.784968385390304,-0.13119998289746548,0.15761758236940002,-0.83239433650225,0.4051863977570743,0.7041535701521997
DHRS3,0,TP4M,15.63271056587004,-0.1343070398221894,0.1916820175564811,-0.700676263398649,0.4835050726127551,0.7629625747967326
PRDM2,0,TP4M,91.45064214156167,0.10277938213163344,0.08389165215930995,1.2251443318395465,0.22052084450833387,0.5400310458848532
EFHD2,0,TP4M,44.03655822000313,0.0566279893912522,0.093877864782428,0.6032091752671797,0.5463695446262541,0.8015586879819211
PLEKHM2,0,TP4M,11.601647888350495,0.05496570512381726,0.1769727938871491,0.31058844648668116,0.7561135114689248,
AL450998.2,0,TP4M,9.770837580712211,0.02566216931204085,0.1866601119247021,0.1374807346220432,0.8906508196881552,
SPEN,0,TP4M,46.298871372909645,-0.02994994269155709,0.09339489721377789,-0.32068071795188813,0.7484523610250742,0.9115573438677447
FBXO42,0,TP4M,10.005404513067415,0.1849192888746277,0.18940859154461967,0.9762983155442851,0.32891665445304097,
SZRD1,0,TP4M,34.06186461135027,0.03477059584675103,0.10574136588018666,0.3288268082913632,0.7422865987788319,0.9081390936778577
NECAP2,0,TP4M,51.49042290853199,-0.1844878286034621,0.10078521479924428,-1.8305048907317052,0.06717447612386303,0.299566750987623
SDHB,0,TP4M,33.616404797043096,0.20162288198738307,0.11223170876347312,1.7964876790061237,0.07241699050660756,0.3108548458001294
RCC2,0,TP4M,16.48075214268744,0.25697315828045914,0.17821480328532102,1.4419293658173076,0.14932230093432602,0.45596631178160263
IFFO2,0,TP4M,16.12817677655796,0.1203022313532731,0.18756226357377667,0.6413989096796798,0.5212635411884567,0.7848508638859096
UBR4,0,TP4M,23.231715464468692,-0.01426735116767847,0.13627612591205687,-0.10469442884578055,0.9166182828050641,0.9738779157098186
MRTO4,0,TP4M,19.04226228304968,0.15105987485479425,0.15261108235598883,0.9898355514078842,0.32225450486296126,0.6356643156783711
AKR7A2,0,TP4M,19.994201643050896,-0.17828828719122328,0.15219856390911218,-1.1714189845949596,0.24143040495826273,0.5587784384202462
CAPZB,0,TP4M,131.5225248743221,-0.053807698975628135,0.06658656159471958,-0.808086461997088,0.41904081043499275,0.7148983874616992
MINOS1,0,TP4M,66.86535277848674,-0.0785389113768663,0.10214239860141996,-0.7689158709043129,0.4419432550618013,0.7268977120568733
NBL1,0,TP4M,8.580519566120083,0.5949144008039651,0.23656807251505413,2.514770461115827,0.011910990428413655,
DDOST,0,TP4M,37.2336830636883,-0.1517391676826343,0.10698310847861692,-1.4183469693532313,0.1560894900245638,0.4635016652885101
HP1BP3,0,TP4M,137.91544221368406,-0.0507813809655142,0.07600782490281736,-0.6681072775131064,0.5040651167269181,0.7750963891085546
EIF4G3,0,TP4M,14.689483962211115,-0.1244330931497008,0.15872310504628184,-0.7839633247687382,0.43306163060640745,0.7206552436836157
ECE1,0,TP4M,21.70267234444795,-0.14644545903389633,0.1351942659744492,-1.0832224131574746,0.2787097136162605,0.5962560266708524
USP48,0,TP4M,30.101625927433947,0.19495932400003146,0.1203783397695921,1.619554849927235,0.10532793503710475,0.3793865846933026
CDC42,0,TP4M,332.65797961050714,0.12432592806604174,0.05809963519473811,2.1398745043635237,0.032364910049687,0.20341750360854044
ZBTB40,0,TP4M,11.42182262190531,-0.2517000637264899,0.18201695530441844,-1.382838556471447,0.16671437374022857,
KDM1A,0,TP4M,16.148444088559277,-0.2528190212330538,0.14635395841611698,-1.7274491511478827,0.08408702985320363,0.33773682703808866
LUZP1,0,TP4M,21.909683655210344,-0.0665639609718149,0.13686447307554306,-0.4863494482974743,0.6267194255650046,0.8496177231757402
HNRNPR,0,TP4M,102.98957391770858,-0.08441876862572717,0.08059164486058394,-1.0474878478006473,0.2948746340288715,0.6140261767225748
TCEA3,0,TP4M,20.071819173138216,-0.08908518272070023,0.17523732720334378,-0.5083687599122453,0.6111947571039344,0.8405963747881482
ID3,0,TP4M,20.823340899673802,-0.2753626999087332,0.3164493299167014,-0.8701636371965666,0.3842109846677294,0.6873384823114249
RPL11,0,TP4M,6648.098589411062,0.08491707398363219,0.04429207658873899,1.9172068804112445,0.05521165431487873,0.2721616240034629
ELOA,0,TP4M,17.948146544681663,0.227543435861577,0.1553248536398157,1.4649518768530736,0.14293404768871318,0.44567006263929604
PITHD1,0,TP4M,78.29133772510292,0.13365949290109394,0.09437604663988648,1.4162438209676496,0.15670412985022109,0.4642149222982356
LYPLA2,0,TP4M,15.791859795545015,0.007475196359777377,0.15539275709251438,0.048105178771794085,0.9616324189228611,0.9889537879382971
PNRC2,0,TP4M,117.26513633213153,0.05827603567313228,0.06581646979599093,0.8854324130991609,0.3759234570808395,0.6790903518247449
SRSF10,0,TP4M,110.97896287127381,0.012019829486002324,0.06454222008698651,0.1862320426815602,0.8522627970519302,0.9508341680164085
NIPAL3,0,TP4M,22.460603724599785,-0.2058168163866892,0.12926916853485973,-1.5921570372844709,0.11134942389329987,0.3916182929694142
RCAN3,0,TP4M,199.5583680208027,-0.06221098906162987,0.05640951492883945,-1.1028456660212196,0.27009419300266935,0.5890048826298317
AL445686.2,0,TP4M,27.66592139814983,0.10256646319288958,0.15549115873713898,0.6596289076878018,0.5094919986840278,0.7774462437142742
SRRM1,0,TP4M,223.76371027039565,0.24079680032237796,0.06798569324953013,3.541874603507734,0.00039729429240640044,0.012237157739399625
RUNX3,0,TP4M,97.06366140864017,0.09698545634638106,0.10961033903179607,0.8848203299348181,0.37625354282778156,0.6790903518247449
SYF2,0,TP4M,142.22334723182252,0.09485877858701301,0.06810027016662693,1.392928080239824,0.16364154006178644,0.473504554936323
RSRP1,0,TP4M,153.60732655293674,-0.3558182746027231,0.11370124868107262,-3.1294139574559896,0.0017515536125301775,0.03366648978502771
TMEM50A,0,TP4M,101.64397602318284,-0.028186884058565655,0.07936535243897572,-0.3551535171501776,0.7224745855912519,0.9020505718416387
MACO1,0,TP4M,18.265892563368247,0.08825528419418324,0.15142533182387108,0.582830383339272,0.5600074891746376,0.8112219384968447
LDLRAP1,0,TP4M,32.0422506398715,-0.13485603938726598,0.12378151906003997,-1.089468285825886,0.2759474328486783,0.5931613868645842
MAN1C1,0,TP4M,9.600109884825715,-0.5298562582453661,0.18970085268960557,-2.793114794862485,0.005220316260230171,
STMN1,0,TP4M,27.73884155912663,0.2561129574926184,0.17996460418348473,1.4231296129293063,0.15469858530178254,0.46202370975155693
ZNF593,0,TP4M,13.179788503260768,0.17126775625352214,0.17721326741315244,0.9664499659285158,0.3338190719397711,
SH3BGRL3,0,TP4M,871.87012337795,-0.0087740621507931,0.04587915456243371,-0.19124289090491187,0.8483353016140244,0.9492660315622313
UBXN11,0,TP4M,21.328642529280533,-0.09533972323774237,0.14070592211385713,-0.6775814536121293,0.4980371086399499,0.7725261250376951
CD52,0,TP4M,1112.8814685931477,-0.07781646361845974,0.06016546463011202,-1.2933742654006468,0.19588164629352245,0.5145005741364289
HMGN2,0,TP4M,193.9866747502274,0.10187463969888139,0.06888036828899571,1.4790083477988143,0.13913808374493464,0.4386432023465549
RPS6KA1,0,TP4M,15.515670492056742,-0.042648769110513504,0.1621725099591269,-0.26298396146956393,0.7925629410282007,0.9317117282662224
ARID1A,0,TP4M,53.82683855337311,0.17252586520166488,0.09621832320873916,1.7930666368751997,0.07296226957051463,0.3108548458001294
ZDHHC18,0,TP4M,12.136164396398007,0.0670440009451069,0.177436732654965,0.37784735968666344,0.7055439892539759,
NUDC,0,TP4M,59.24600154972784,0.01957352964113046,0.08362758947802362,0.23405588709781192,0.8149415917587809,0.9400112695257428
WDTC1,0,TP4M,10.733347169021485,-0.22824296254456644,0.19448634251032978,-1.1735680747476842,0.2405680749585597,
TMEM222,0,TP4M,13.056103075005772,-0.2615983577412961,0.15606156767095533,-1.676250992767531,0.09368903978036935,
SYTL1,0,TP4M,45.02581844222122,-0.15887537269552204,0.10518244705496808,-1.5104742011991237,0.13092246751637132,0.4276845871025841
WASF2,0,TP4M,106.38484178741899,-0.2679764168015519,0.07034860722058256,-3.809263998095864,0.0001393810746097395,0.005958540939566364
IFI6,0,TP4M,38.84560297107513,0.8781333360202118,0.274115464901505,3.203516212905908,0.0013576039579924993,0.029018784602089672
FAM76A,0,TP4M,18.68323751856007,-0.16247059475148956,0.16226371092203373,-1.001274985197123,0.31669388302353485,0.6312238608977931
STX12,0,TP4M,14.380148253086771,-0.12642895930451384,0.17012431165658076,-0.7431563312345859,0.4573870382637679,0.7419262445433743
PPP1R8,0,TP4M,13.25827783659239,0.16408770841704637,0.17521688888956546,0.9364834032663739,0.34902435381218033,
RPA2,0,TP4M,33.3599955453605,-0.05378819026631256,0.15724699599726097,-0.3420617985430353,0.7323043855828828,0.9042573326955966
DNAJC8,0,TP4M,105.84601351376868,0.1825803913140129,0.07642482002673445,2.389019578327352,0.01689340208464516,0.1405610418418714
ATP5IF1,0,TP4M,189.4213835915126,0.02075164796173801,0.08227936843132437,0.2522096165463237,0.800879045367139,0.9362415621767206
SESN2,0,TP4M,19.232158173247328,-0.09241771606818854,0.18808598822111736,-0.49135885635213067,0.6231726588077806,0.848288008517097
PHACTR4,0,TP4M,28.66993799723627,-0.18406308743503813,0.13261195366169443,-1.3879826241350788,0.16514233623833985,0.4750998114639119
TRNAU1AP,0,TP4M,14.81876290877954,0.03417539182092275,0.1739995879891328,0.19641076289822704,0.8442886727548806,0.9491787640424967
SNHG12,0,TP4M,136.41499424924763,0.6641599147234856,0.2017162244571202,3.2925458351748462,0.0009928471295605058,0.023224192997596926
TAF12,0,TP4M,23.449101357868752,0.1503717117480996,0.12867245352120324,1.1686395000101608,0.24254890670269635,0.559513301134559
GMEB1,0,TP4M,9.391559865146965,-0.19321823025539575,0.20298511590340576,-0.9518837349007512,0.34115594929037685,
YTHDF2,0,TP4M,57.35036826762078,0.22077020209328357,0.08931804860255552,2.4717311399811193,0.01344605976040033,0.12372273211812486
EPB41,0,TP4M,104.09759260954978,-0.20439522205624502,0.08166252190036571,-2.502925666508588,0.012317141045642032,0.11768921473090334
SRSF4,0,TP4M,56.99661100051006,-0.11910628759775707,0.10273866244183133,-1.1593132007650262,0.2463285428447135,0.5642232073750273
LAPTM5,0,TP4M,218.11271343849387,-0.20862546317282749,0.06609664309684787,-3.156370027251456,0.001597460638830417,0.03246642339327885
PUM1,0,TP4M,53.97416424437324,0.10284154169923379,0.09745806214663862,1.0552389349225413,0.29131606136239496,0.6100660254628871
SNRNP40,0,TP4M,21.440047411056245,0.0631746119062093,0.13163440853733835,0.47992475985706806,0.6312808946350248,0.8525386591762223
ZCCHC17,0,TP4M,29.22107222148,-0.13760487617485295,0.13210816166337383,-1.0416076829945249,0.29759360516844935,0.6149047345792236
PEF1,0,TP4M,11.699115221830176,-0.07419027052216146,0.18570740524866095,-0.3995008730148439,0.6895241805947568,
PTP4A2,0,TP4M,180.03330406649133,-0.12670802439847054,0.056188188132706464,-2.255065141079275,0.02412924028257457,0.17197738927549977
KHDRBS1,0,TP4M,110.59250530565676,0.03760198994340058,0.07194058614666421,0.5226811728603651,0.6011961420968822,0.8351421411313558
KPNA6,0,TP4M,22.604421681040794,-0.030002749679115294,0.1311002806886861,-0.22885343586990903,0.8189828328855029,0.9400995798981445
TXLNA,0,TP4M,12.221447082979044,0.35947298410268624,0.188367721692139,1.9083576574238932,0.05634500559176838,
EIF3I,0,TP4M,75.83112196787977,-0.004716040411951849,0.08204339823548587,-0.05748226564696391,0.9541610327115695,0.985593830853533
LCK,0,TP4M,126.25736837944972,-0.20867365960232898,0.08636512205376431,-2.4161797568285115,0.015684316184142538,0.13564097256972432
HDAC1,0,TP4M,50.37578541223469,-0.3476051442928646,0.11145978698030795,-3.118659686244308,0.001816756653155533,0.034386626881672856
MARCKSL1,0,TP4M,140.7733008515755,0.2906365512358451,0.14982848740817314,1.939795003363231,0.052404608145854896,0.2635643527335643
BSDC1,0,TP4M,26.331898648880685,-0.18831056421023765,0.12533891742603362,-1.502410967617983,0.13299100560578433,0.42852657361863844
ZBTB8OS,0,TP4M,35.45852525479778,0.010213797097368115,0.10997269111156055,0.09287575846449775,0.9260022644327587,0.9767119833252276
RBBP4,0,TP4M,45.16917449764582,0.017349045824825587,0.1040577121264358,0.16672522843617343,0.8675862539511623,0.9560800518541809
SYNC,0,TP4M,13.040083309754053,0.1712142356116744,0.16280866142223605,1.0516285443047708,0.2929700063832369,
YARS,0,TP4M,15.000595519920497,0.29482394935676143,0.16789299699689345,1.7560229112010943,0.07908449657070059,0.3268166820784202
RNF19B,0,TP4M,23.15818538903687,0.01006773924832515,0.15574584247445136,0.06464210593600063,0.9484589591078773,0.9839711302280064
AK2,0,TP4M,14.645699125697618,-0.3786796954009383,0.15437290032918852,-2.4530192449156076,0.01416627594201152,0.12796095154177617
PHC2,0,TP4M,16.111702684348714,0.04718161705362926,0.15616013806354076,0.30213611257458867,0.7625483042114684,0.9179124884632884
SMIM12,0,TP4M,19.152234597178385,0.03779369611333379,0.15198112689367943,0.2486736141900889,0.8036132606248957,0.9369769463506936
SFPQ,0,TP4M,218.2051953640696,0.08767130052331797,0.0693426757432915,1.2643195490159556,0.20611535569927575,0.5255146781042203
ZMYM4,0,TP4M,14.57825132128645,-0.14159769992971732,0.15851816497485935,-0.8932585104815869,0.3717187509481291,0.6762117703418093
KIAA0319L,0,TP4M,10.55180613309469,-0.23358306081834915,0.17273549038089958,-1.3522586487772397,0.17629258771795775,
PSMB2,0,TP4M,38.13388746680661,0.13080578443817786,0.10822339522688296,1.2086645790769406,0.22679173509424133,0.545709894244299
AGO4,0,TP4M,9.524602794200266,-0.4941793639058682,0.19949694753689687,-2.477127444842082,0.013244459986480335,
AGO1,0,TP4M,10.531943401668084,-0.2771553874930154,0.17853391243575595,-1.5523963134608816,0.12056742501550047,
AGO3,0,TP4M,26.884961118980737,0.01619026649700556,0.14144558226183068,0.11446286436175625,0.9088708828215182,0.9720368692636476
ADPRHL2,0,TP4M,14.922407110299226,0.04111134149405004,0.1717786897600721,0.23932736680825398,0.8108517462585147,0.9381470693341952
TRAPPC3,0,TP4M,28.29924706250638,-0.03767818916918483,0.11908525070087678,-0.31639677413810424,0.7517013651654529,0.9129774846572326
MAP7D1,0,TP4M,24.819985805401966,-0.26839454517051226,0.12772983817454062,-2.101267401621192,0.035617499629597205,0.21104765503445636
THRAP3,0,TP4M,84.95747452623637,-0.12961606344022952,0.08357440570857419,-1.550906193604339,0.12092416593678246,0.4098858092142886
STK40,0,TP4M,9.448761853405882,-0.15155050495651556,0.20781279656115598,-0.7292645470555355,0.465839854417205,
LSM10,0,TP4M,31.60011336997097,0.0695857420662608,0.11471573464092036,0.6065928295196464,0.5441211600353053,0.800174801252719
MRPS15,0,TP4M,43.83689398023616,0.06708366131090622,0.09558674471926837,0.7018092467520081,0.4827981314172348,0.7629625747967326
ZC3H12A,0,TP4M,20.067414065756726,0.1455662040614514,0.18063868713509246,0.8058417959636092,0.420334075102445,0.7154211971368801
MEAF6,0,TP4M,47.19614514534177,-0.03305676109844148,0.10285385818168918,-0.32139544089874983,0.7479107376474127,0.9114307501305583
SNIP1,0,TP4M,23.693609413600818,0.2940062431194418,0.15821415513131634,1.858280271290639,0.0631292239626104,0.29067578610082173
GNL2,0,TP4M,13.752281667864295,0.1468542281500925,0.16190604761023852,0.907033618062367,0.36438901975153115,0.670983539553423
YRDC,0,TP4M,28.323161780051844,-0.0557780603028442,0.1276160976375001,-0.4370769936978058,0.6620555113644722,0.8694532155188228
C1orf122,0,TP4M,26.790940448469968,-0.008999410465823074,0.11993367107940883,-0.07503656300043136,0.9401856208145027,0.9811588017518216
MTF1,0,TP4M,11.358056393854591,0.04036445346997914,0.1826656249229291,0.22097454563227123,0.8251122527161957,
SF3A3,0,TP4M,29.88692850700961,-0.10308186813188673,0.12418610974909888,-0.8300595641505286,0.4065051075752414,0.7047659528169861
UTP11,0,TP4M,14.346807460122353,0.2633006710505367,0.1690363770691293,1.5576568524232923,0.11931461388399804,0.40665372525824484
RRAGC,0,TP4M,15.619378971654626,0.013425086055009612,0.15274443993610826,0.08789246967434766,0.9299621417716232,0.9780874360647889
AKIRIN1,0,TP4M,82.71516574362634,0.11869677090381468,0.09945416287309278,1.193482177867971,0.2326805879040469,0.549550598905352
NDUFS5,0,TP4M,261.7173143443816,0.1430371041972282,0.07579012636524443,1.8872788720249667,0.05912282665979973,0.2796882957205726
MACF1,0,TP4M,116.99568178241306,-0.20137456819653357,0.09070136580174543,-2.2201933390583894,0.02640564628032801,0.18280887747273533
PABPC4,0,TP4M,75.64527837353356,0.003625882830802183,0.08735491902927484,0.041507483162877855,0.9668913272956371,0.9904256827317245
PPIE,0,TP4M,23.12168616060763,-0.01616102795046525,0.14311772894548985,-0.11292121576789833,0.9100930161590066,0.9721001638676037
CAP1,0,TP4M,87.08754019930284,-0.13715406395464025,0.09017714560608894,-1.5209404005063045,0.12827479433659889,0.42407647007679594
PPT1,0,TP4M,18.24641486105043,0.11000958834196146,0.13960929460798063,0.78798183638751,0.43070733039906994,0.7195118798105333
RLF,0,TP4M,35.803991866213224,0.1844350932995149,0.12517842998866824,1.4733775884248657,0.1406492499568349,0.4411635866767516
ZMPSTE24,0,TP4M,10.59245693730383,0.3158583335876103,0.20476588056743084,1.5425340037721564,0.12294388143877473,
SMAP2,0,TP4M,184.86303627190247,0.10749319935762054,0.14931812943044587,0.7198938251345569,0.4715903701894727,0.7539312971489402
NFYC,0,TP4M,15.896228668059623,-0.02104272293010291,0.14415777077202932,-0.14597009108430106,0.883944999350377,0.9618321164838581
CITED4,0,TP4M,17.61507636011864,0.09761550771137557,0.18517647110687455,0.5271485471555228,0.5980904360811037,0.8343015106151392
HIVEP3,0,TP4M,13.274947137765464,0.007891734458103147,0.18185922751317132,0.04339474309892568,0.9653868681550788,
FOXJ3,0,TP4M,38.49920245342996,0.1427615926807249,0.09771813851879399,1.4609528470834285,0.14402838214341304,0.44751675880274766
PPCS,0,TP4M,41.65996204612055,0.10587637784398898,0.10108431416494199,1.0474066003082105,0.29491208886219,0.6140261767225748
PPIH,0,TP4M,19.291236010430865,0.2052030887176032,0.14456179677576694,1.4194835239624086,0.15575809696707196,0.4627947290950928
YBX1,0,TP4M,558.612355002035,0.11667037811542089,0.0561806111594316,2.0767018319599444,0.03782908742294751,0.21660605470309885
SVBP,0,TP4M,22.252186917369812,-0.10677900765406677,0.13495500400643193,-0.7912193285472965,0.4288160142756272,0.7194239551572911
SLC2A1,0,TP4M,16.115533752966996,0.11070187003268919,0.22425176061467925,0.4936499482958476,0.6215534190985768,0.8481792529746401
EBNA1BP2,0,TP4M,18.737257481919805,0.3742668658208427,0.1380277504932156,2.7115334741272825,0.006697277847809033,0.08080730133159365
ELOVL1,0,TP4M,11.216985861455676,0.04919218414581592,0.1790441888951766,0.2747488452396298,0.783509201603302,
MED8,0,TP4M,15.924959433450145,0.0726479352405055,0.15521577792372537,0.4680447839278649,0.6397525641098221,0.8559159600076933
ATP6V0B,0,TP4M,64.64770876940746,-0.06672563858151254,0.09439772621193437,-0.7068564176186338,0.4796557101558737,0.7618874652988398
DMAP1,0,TP4M,13.636961294805404,0.06099309736162793,0.17569343044808258,0.3471563917106815,0.7284738302268277,
ERI3,0,TP4M,12.822335499093935,-0.0036026350292808667,0.16981195128963758,-0.021215438618546217,0.9830737988177486,
RNF220,0,TP4M,28.24112064165438,0.10180877518729689,0.12761992546399806,0.7977498405295451,0.42501567456858713,0.7175181350234234
ARMH1,0,TP4M,34.973729155092265,-0.11711108398803116,0.1460498127314127,-0.8018571321512051,0.42263560569876824,0.7162850200479124
RPS8,0,TP4M,7258.562573735555,0.19585351401639475,0.05197711709173123,3.768071893459287,0.00016451332729073445,0.006392196141909852
PLK3,0,TP4M,66.05507778072543,-0.033381981644026504,0.15792838792603003,-0.21137416826962002,0.8325953120972701,0.944382468593404
UROD,0,TP4M,12.434152239450317,0.0013682674543212426,0.17759440301587642,0.007704451441518253,0.9938527979602731,
TOE1,0,TP4M,16.30745807497392,0.13588406472460435,0.1569162248617027,0.8659656759163373,0.3865089850375768,0.6885335184094921
PRDX1,0,TP4M,168.68912489276684,0.29048050824929106,0.13468348169583352,2.156764174728616,0.031024043828649667,0.19928527635527682
AKR1A1,0,TP4M,23.692978024976256,-0.09815857313373307,0.12895762718771903,-0.7611691939000019,0.44655601586273264,0.733126740288401
NASP,0,TP4M,260.2569657530342,0.6756721664135834,0.15348153337876275,4.402302684494005,1.071079858904642e-05,0.0008299195344231438
GPBP1L1,0,TP4M,32.12555448822813,-0.02335091469109738,0.10582467212692566,-0.22065662214469603,0.8253598094123202,0.9404777791534228
UQCRH,0,TP4M,194.21820948917735,0.14694667312560528,0.07226980174989012,2.033306714112146,0.04202154527549784,0.22975175636294795
MKNK1,0,TP4M,10.221291416588272,-0.13020584754525127,0.20060380040237907,-0.6490696950111573,0.5162933288458782,
