gene,cluster,timepoint,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GLG1,3,TP3M,25.09371970695097,-0.08469986932326343,0.11917933175626354,-0.7106926014360034,0.4772747454017312,0.7457770335455972
CFDP1,3,TP3M,12.572756905086866,0.1753362344857475,0.1489001768494396,1.1775421506922634,0.23897918403343943,0.5348657775871902
TMEM170A,3,TP3M,12.496692151845721,0.10482434280981733,0.1608511360450804,0.6516854365295816,0.5146041194361259,0.7688388673367927
GABARAPL2,3,TP3M,21.283296499199086,-0.06401710602624525,0.1218720290031299,-0.5252813672659964,0.5993876082802894,0.825352346429903
TERF2IP,3,TP3M,47.064473095822365,0.04994176600424121,0.09014367969241846,0.5540240444438121,0.5795623904293961,0.8112482449350842
MAF,3,TP3M,10.348315806228861,0.3831502383983091,0.1843277110924642,2.0786361211099162,0.03765080834965881,0.19284636604189784
CMC2,3,TP3M,18.842596184792036,0.1459745883076109,0.17195920561582279,0.8488908039836809,0.395942056374632,0.6877335940402552
CMIP,3,TP3M,13.399409059046508,0.2236262578959858,0.1928476696918609,1.1596005191730037,0.24621148952210958,0.5437101988854954
PLCG2,3,TP3M,59.12813069138841,-0.15568636352701437,0.1475620741999232,-1.055056757443542,0.2913993674419293,0.5941973542365678
MBTPS1,3,TP3M,14.159496473904344,-0.08201720434940321,0.14286553828740686,-0.5740866925122752,0.5659091380346286,0.801390910437582
COTL1,3,TP3M,12.460602478833394,0.29832108784277567,0.25186786793716553,1.1844348796298185,0.23624095993473648,0.5321365542838247
GSE1,3,TP3M,13.413299447636462,0.2402532606102176,0.16798733185868106,1.430186776300073,0.15266341973404815,0.4213404917703091
COX4I1,3,TP3M,141.5361536548011,-0.015037672981954443,0.06734061281919743,-0.22330763490865516,0.8232960854936654,0.9409444084837641
MAP1LC3B,3,TP3M,57.66503183428625,0.18570088448690053,0.08344172871570857,2.225515786227244,0.02604663257412689,0.1610155468218753
KLHDC4,3,TP3M,11.501154581707368,-0.02664413075492376,0.1653558737966883,-0.16113204897507172,0.8719893986136156,0.9593384227088176
ZC3H18,3,TP3M,15.524712131061715,0.2187569831837882,0.15128404145004745,1.4460017136441963,0.1481767211715113,0.41287951252323457
CYBA,3,TP3M,302.0635149282095,-0.4320076510459304,0.08858095657628781,-4.876981100038994,1.0772175229015265e-06,0.00024591337165666275
MVD,3,TP3M,11.066776839954393,0.22059921169464403,0.16827652400181017,1.3109327816414311,0.18988047436578093,0.4719625830377364
RNF166,3,TP3M,26.4857416403516,-0.15573593271400446,0.13598898760115744,-1.1452098839853333,0.25212222496655623,0.550022273715436
APRT,3,TP3M,55.856201042666115,-0.2128243924889231,0.08742975483755709,-2.4342329780558916,0.01492338617275181,0.11856843241407852
TRAPPC2L,3,TP3M,13.795332541121365,-0.047810304272727464,0.179751479603959,-0.2659800318643633,0.7902545875327466,0.925482318054761
ANKRD11,3,TP3M,52.310743013014,0.03206824616570966,0.08710150666028545,0.36817096965707724,0.71274575523625,0.8911204422936263
SPG7,3,TP3M,10.05545884454325,0.031338661771763685,0.17978791102553052,0.1743090600085647,0.8616225793865273,0.9530583677181195
RPL13,3,TP3M,995.9996248309611,0.012612220173902807,0.06038011501488752,0.20888036021119033,0.8345416362602953,0.9454897230093958
ZNF276,3,TP3M,21.517130236584215,-0.28355437661301636,0.13144288267392207,-2.1572440503792514,0.03098665386485102,0.17374271184572607
TCF25,3,TP3M,71.43805228054185,0.14028237967835816,0.10326636562734297,1.358451794310209,0.17432036888920355,0.452581558870751
RFLNB,3,TP3M,10.64226714654243,-0.30984047239237317,0.24920981842350443,-1.243291594016708,0.2137604006816174,0.5012312843568959
GLOD4,3,TP3M,10.845680906850767,0.09643937448500514,0.18820182199269878,0.512425296758001,0.6083533903351837,0.8316071152742716
YWHAE,3,TP3M,20.365460381811403,0.2025045848226068,0.12011248278319134,1.6859578632483776,0.09180391559528112,0.3168523911906247
PRPF8,3,TP3M,13.866422893949954,-0.1300932713513455,0.16814849992102382,-0.7736808321956357,0.4391195578222399,0.7204583100463122
MIR22HG,3,TP3M,10.557926653586238,-0.014621633789904246,0.16865216855335213,-0.08669698062778705,0.9309123764922033,0.9783610507297209
SMG6,3,TP3M,9.343632814956358,-0.025474780738104885,0.18565663405822658,-0.13721449205049874,0.8908612562581125,0.967447144446747
PAFAH1B1,3,TP3M,32.27023649854016,0.1849760747276337,0.12294169989132338,1.5045836757678377,0.13243114576903584,0.3868271173338195
RAP1GAP2,3,TP3M,14.411392279878498,-0.04115042896478416,0.17468727516434554,-0.23556626506464134,0.8137692533836312,0.936552586897402
EMC6,3,TP3M,16.69794599333654,-0.17975863211405255,0.1442907852237599,-1.2458081216710453,0.2128348471850473,0.5001618908848612
ITGAE,3,TP3M,12.95082024509487,0.040128121920318324,0.19479902510507124,0.20599755003226483,0.8367928250572946,0.9463516875028709
NCBP3,3,TP3M,12.66073518902969,-0.09827752721401525,0.14759653124384634,-0.6658525534834524,0.5055053498764251,0.7609962780052072
ATP2A3,3,TP3M,12.262141273038118,-0.19428012931618735,0.14947478550191517,-1.2997518522192368,0.19368603236158566,0.4776393205460091
ZZEF1,3,TP3M,9.255571789336276,-0.34992867714578885,0.16839401442149549,-2.0780351270081754,0.03770612391471116,0.19284636604189784
UBE2G1,3,TP3M,10.608904789888523,0.36911263204740125,0.16818418593814818,2.194692860023992,0.028185637253162234,0.16535736731946182
ARRB2,3,TP3M,18.985346849963342,-0.11609354117710304,0.13388523483484657,-0.8671123542510839,0.38588045215947664,0.6807799849054658
PSMB6,3,TP3M,27.718832823879147,-0.054264385078980834,0.1219256462217273,-0.4450612874365955,0.6562754641931634,0.8568040782521855
SLC25A11,3,TP3M,10.120899359511593,-0.3213224581309495,0.19505135384316855,-1.647373636736249,0.09948127072516727,0.33188114951736386
RNF167,3,TP3M,17.595048460153563,-0.2454936573626101,0.13109757424452476,-1.8726025922090093,0.061123283120525146,0.24853691202696993
PFN1,3,TP3M,399.38946862412183,-0.2240455035152662,0.0681148114520263,-3.2892332627693297,0.0010046072767475726,0.020848862704449623
SPAG7,3,TP3M,12.274427723890271,-0.02951131140491249,0.14993424344878373,-0.19682836106078264,0.843961856320396,0.9497200693454796
RABEP1,3,TP3M,12.736489685875053,0.08555730145672452,0.1548433921879979,0.5525408624014644,0.5805778463104023,0.8120467382092105
